OG,Gene,Species
N2.HOG0001879,TRINITY_DN2279_c2_g3,Sarsia
N2.HOG0001893,TRINITY_DN5355_c0_g1,Sarsia
N2.HOG0001895,TRINITY_DN8351_c0_g5,Sarsia
N2.HOG0001896,TRINITY_DN3505_c0_g1,Sarsia
N2.HOG0001897,TRINITY_DN27625_c1_g1,Sarsia
N2.HOG0001903,TRINITY_DN61312_c0_g1,Sarsia
N2.HOG0001905,TRINITY_DN44455_c0_g1,Sarsia
N2.HOG0001911,TRINITY_DN56541_c0_g1,Sarsia
N2.HOG0001919,TRINITY_DN15859_c0_g1,Sarsia
N2.HOG0001920,TRINITY_DN3489_c0_g3,Sarsia
N2.HOG0001929,TRINITY_DN24209_c0_g1,Sarsia
N2.HOG0001932,TRINITY_DN10088_c0_g1,Sarsia
N2.HOG0001941,TRINITY_DN2879_c0_g2,Sarsia
N2.HOG0001942,TRINITY_DN2249_c2_g1,Sarsia
N2.HOG0001943,TRINITY_DN512_c0_g1,Sarsia
N2.HOG0001949,TRINITY_DN14269_c0_g1,Sarsia
N2.HOG0001950,TRINITY_DN372_c0_g1,Sarsia
N2.HOG0001959,TRINITY_DN1979_c0_g2,Sarsia
N2.HOG0001961,TRINITY_DN23122_c0_g1,Sarsia
N2.HOG0001968,TRINITY_DN66666_c0_g1,Sarsia
N2.HOG0001975,TRINITY_DN25679_c0_g1,Sarsia
N2.HOG0001976,TRINITY_DN11508_c0_g1,Sarsia
N2.HOG0001979,TRINITY_DN44537_c0_g1,Sarsia
N2.HOG0001985,TRINITY_DN24951_c0_g1,Sarsia
N2.HOG0001987,TRINITY_DN4334_c0_g1,Sarsia
N2.HOG0002005,TRINITY_DN21135_c0_g2,Sarsia
N2.HOG0002006,TRINITY_DN10235_c0_g1,Sarsia
N2.HOG0002011,TRINITY_DN974_c0_g2,Sarsia
N2.HOG0002017,TRINITY_DN2911_c0_g1,Sarsia
N2.HOG0002018,TRINITY_DN6491_c0_g1,Sarsia
N2.HOG0002019,TRINITY_DN3954_c0_g2,Sarsia
N2.HOG0002021,TRINITY_DN49125_c1_g4,Sarsia
N2.HOG0002025,TRINITY_DN86_c0_g3,Sarsia
N2.HOG0002029,TRINITY_DN30425_c0_g1,Sarsia
N2.HOG0002032,TRINITY_DN21831_c0_g1,Sarsia
N2.HOG0002038,TRINITY_DN18309_c0_g1,Sarsia
N2.HOG0002039,TRINITY_DN2115_c0_g2,Sarsia
N2.HOG0002042,TRINITY_DN607_c0_g2,Sarsia
N2.HOG0002051,TRINITY_DN13158_c0_g1,Sarsia
N2.HOG0002054,TRINITY_DN94_c0_g1,Sarsia
N2.HOG0002057,TRINITY_DN12372_c0_g1,Sarsia
N2.HOG0002058,TRINITY_DN23349_c0_g1,Sarsia
N2.HOG0002074,TRINITY_DN4530_c0_g1,Sarsia
N2.HOG0002077,TRINITY_DN5246_c0_g1,Sarsia
N2.HOG0002080,TRINITY_DN19024_c0_g1,Sarsia
N2.HOG0002082,TRINITY_DN9869_c0_g1,Sarsia
N2.HOG0002084,TRINITY_DN16896_c0_g1,Sarsia
N2.HOG0002085,TRINITY_DN1288_c0_g1,Sarsia
N2.HOG0002086,TRINITY_DN39446_c0_g1,Sarsia
N2.HOG0002087,TRINITY_DN1587_c0_g1,Sarsia
N2.HOG0002089,TRINITY_DN7706_c0_g3,Sarsia
N2.HOG0002092,TRINITY_DN6106_c0_g4,Sarsia
N2.HOG0002093,TRINITY_DN9633_c0_g1,Sarsia
N2.HOG0002098,TRINITY_DN4855_c1_g1,Sarsia
N2.HOG0002099,TRINITY_DN5077_c1_g1,Sarsia
N2.HOG0002100,TRINITY_DN89576_c0_g1,Sarsia
N2.HOG0002103,TRINITY_DN22424_c0_g3,Sarsia
N2.HOG0002104,TRINITY_DN24954_c0_g2,Sarsia
N2.HOG0002112,TRINITY_DN22044_c0_g1,Sarsia
N2.HOG0002116,TRINITY_DN1233_c0_g1,Sarsia
N2.HOG0002117,TRINITY_DN9570_c0_g1,Sarsia
N2.HOG0002122,TRINITY_DN9415_c0_g1,Sarsia
N2.HOG0002124,TRINITY_DN31474_c0_g1,Sarsia
N2.HOG0002125,TRINITY_DN50015_c0_g1,Sarsia
N2.HOG0002126,TRINITY_DN39890_c0_g1,Sarsia
N2.HOG0002138,TRINITY_DN20086_c0_g1,Sarsia
N2.HOG0002141,TRINITY_DN13532_c0_g1,Sarsia
N2.HOG0002143,TRINITY_DN34898_c0_g4,Sarsia
N2.HOG0002146,TRINITY_DN4199_c0_g2,Sarsia
N2.HOG0002149,TRINITY_DN10151_c0_g1,Sarsia
N2.HOG0002152,TRINITY_DN39255_c0_g1,Sarsia
N2.HOG0002153,TRINITY_DN25358_c0_g1,Sarsia
N2.HOG0002154,TRINITY_DN477_c0_g1,Sarsia
N2.HOG0002158,TRINITY_DN6523_c1_g1,Sarsia
N2.HOG0002172,TRINITY_DN26412_c0_g2,Sarsia
N2.HOG0002183,TRINITY_DN3502_c0_g2,Sarsia
N2.HOG0002194,TRINITY_DN3378_c0_g1,Sarsia
N2.HOG0002197,TRINITY_DN2351_c3_g1,Sarsia
N2.HOG0002198,TRINITY_DN18707_c0_g1,Sarsia
N2.HOG0002199,TRINITY_DN65473_c0_g1,Sarsia
N2.HOG0002207,TRINITY_DN1638_c2_g1,Sarsia
N2.HOG0002208,TRINITY_DN2538_c0_g1,Sarsia
N2.HOG0002210,TRINITY_DN75433_c0_g1,Sarsia
N2.HOG0002212,TRINITY_DN2319_c0_g1,Sarsia
N2.HOG0002214,TRINITY_DN6987_c0_g2,Sarsia
N2.HOG0002216,TRINITY_DN69302_c0_g1,Sarsia
N2.HOG0002227,TRINITY_DN840_c1_g1,Sarsia
N2.HOG0002234,TRINITY_DN18277_c0_g2,Sarsia
N2.HOG0002236,TRINITY_DN4454_c0_g1,Sarsia
N2.HOG0002237,TRINITY_DN21723_c0_g1,Sarsia
N2.HOG0002246,TRINITY_DN3443_c0_g1,Sarsia
N2.HOG0002248,TRINITY_DN12042_c0_g1,Sarsia
N2.HOG0002250,TRINITY_DN25522_c0_g1,Sarsia
N2.HOG0002254,TRINITY_DN1846_c1_g2,Sarsia
N2.HOG0002256,TRINITY_DN35470_c0_g1,Sarsia
N2.HOG0002260,TRINITY_DN4621_c0_g2,Sarsia
N2.HOG0002262,TRINITY_DN95189_c0_g1,Sarsia
N2.HOG0002274,TRINITY_DN85409_c0_g1,Sarsia
N2.HOG0002276,TRINITY_DN40105_c0_g1,Sarsia
N2.HOG0002278,TRINITY_DN20343_c0_g1,Sarsia
N2.HOG0002280,TRINITY_DN108777_c0_g1,Sarsia
N2.HOG0002287,TRINITY_DN68326_c0_g1,Sarsia
N2.HOG0002292,TRINITY_DN10040_c0_g1,Sarsia
N2.HOG0002294,TRINITY_DN42007_c0_g1,Sarsia
N2.HOG0002302,TRINITY_DN5170_c5_g1,Sarsia
N2.HOG0002304,TRINITY_DN3824_c0_g2,Sarsia
N2.HOG0002306,TRINITY_DN52010_c0_g1,Sarsia
N2.HOG0002311,TRINITY_DN3451_c0_g2,Sarsia
N2.HOG0002316,TRINITY_DN3529_c1_g1,Sarsia
N2.HOG0002324,TRINITY_DN20222_c0_g1,Sarsia
N2.HOG0002331,TRINITY_DN17991_c0_g3,Sarsia
N2.HOG0002338,TRINITY_DN11440_c1_g1,Sarsia
N2.HOG0002344,TRINITY_DN39128_c0_g1,Sarsia
N2.HOG0002345,TRINITY_DN12522_c0_g1,Sarsia
N2.HOG0002356,TRINITY_DN90664_c0_g1,Sarsia
N2.HOG0002359,TRINITY_DN85957_c0_g1,Sarsia
N2.HOG0002363,TRINITY_DN66991_c0_g1,Sarsia
N2.HOG0002364,TRINITY_DN50312_c0_g1,Sarsia
N2.HOG0002376,TRINITY_DN805_c0_g3,Sarsia
N2.HOG0002377,TRINITY_DN12076_c0_g2,Sarsia
N2.HOG0002379,TRINITY_DN70_c0_g4,Sarsia
N2.HOG0002380,TRINITY_DN11767_c1_g2,Sarsia
N2.HOG0002384,TRINITY_DN4767_c0_g1,Sarsia
N2.HOG0002393,TRINITY_DN12681_c0_g1,Sarsia
N2.HOG0002396,TRINITY_DN110393_c0_g1,Sarsia
N2.HOG0002399,TRINITY_DN3641_c0_g1,Sarsia
N2.HOG0002400,TRINITY_DN4046_c0_g3,Sarsia
N2.HOG0002401,TRINITY_DN10692_c0_g1,Sarsia
N2.HOG0002403,TRINITY_DN48654_c0_g1,Sarsia
N2.HOG0002408,TRINITY_DN316_c0_g1,Sarsia
N2.HOG0002409,TRINITY_DN26390_c0_g1,Sarsia
N2.HOG0002410,TRINITY_DN1006_c0_g3,Sarsia
N2.HOG0002416,TRINITY_DN26141_c0_g1,Sarsia
N2.HOG0002419,TRINITY_DN12220_c0_g1,Sarsia
N2.HOG0002423,TRINITY_DN117_c0_g1,Sarsia
N2.HOG0002427,TRINITY_DN7588_c0_g1,Sarsia
N2.HOG0002430,TRINITY_DN43495_c0_g1,Sarsia
N2.HOG0002433,TRINITY_DN922_c1_g1,Sarsia
N2.HOG0002436,TRINITY_DN15959_c0_g1,Sarsia
N2.HOG0002437,TRINITY_DN2146_c0_g1,Sarsia
N2.HOG0002447,TRINITY_DN6119_c0_g1,Sarsia
N2.HOG0002449,TRINITY_DN2253_c1_g1,Sarsia
N2.HOG0002453,TRINITY_DN37525_c0_g1,Sarsia
N2.HOG0002460,TRINITY_DN30032_c0_g1,Sarsia
N2.HOG0002461,TRINITY_DN7170_c0_g3,Sarsia
N2.HOG0002462,TRINITY_DN61057_c0_g1,Sarsia
N2.HOG0002467,TRINITY_DN53783_c0_g1,Sarsia
N2.HOG0002472,TRINITY_DN61978_c0_g1,Sarsia
N2.HOG0002475,TRINITY_DN58523_c0_g1,Sarsia
N2.HOG0002478,TRINITY_DN3642_c0_g1,Sarsia
N2.HOG0002481,TRINITY_DN1592_c0_g1,Sarsia
N2.HOG0002485,TRINITY_DN18634_c0_g2,Sarsia
N2.HOG0002489,TRINITY_DN2909_c0_g1,Sarsia
N2.HOG0002491,TRINITY_DN2263_c0_g1,Sarsia
N2.HOG0002493,TRINITY_DN66890_c0_g1,Sarsia
N2.HOG0002496,TRINITY_DN104137_c0_g1,Sarsia
N2.HOG0002497,TRINITY_DN5315_c0_g1,Sarsia
N2.HOG0002505,TRINITY_DN30398_c0_g1,Sarsia
N2.HOG0002511,TRINITY_DN3634_c0_g1,Sarsia
N2.HOG0002512,TRINITY_DN3891_c0_g1,Sarsia
N2.HOG0002518,TRINITY_DN3474_c0_g1,Sarsia
N2.HOG0002524,TRINITY_DN103878_c0_g1,Sarsia
N2.HOG0002529,TRINITY_DN15409_c0_g1,Sarsia
N2.HOG0002533,TRINITY_DN57872_c0_g1,Sarsia
N2.HOG0002535,TRINITY_DN6054_c0_g2,Sarsia
N2.HOG0002536,TRINITY_DN1988_c0_g1,Sarsia
N2.HOG0002539,TRINITY_DN34749_c0_g4,Sarsia
N2.HOG0002540,TRINITY_DN25061_c0_g1,Sarsia
N2.HOG0002547,TRINITY_DN848_c0_g3,Sarsia
N2.HOG0002551,TRINITY_DN19614_c0_g1,Sarsia
N2.HOG0002553,TRINITY_DN17587_c0_g1,Sarsia
N2.HOG0002556,TRINITY_DN3058_c0_g1,Sarsia
N2.HOG0002557,TRINITY_DN7943_c1_g1,Sarsia
N2.HOG0002558,TRINITY_DN21759_c0_g1,Sarsia
N2.HOG0002561,TRINITY_DN2202_c0_g1,Sarsia
N2.HOG0002565,TRINITY_DN18853_c0_g1,Sarsia
N2.HOG0002572,TRINITY_DN3496_c0_g1,Sarsia
N2.HOG0002582,TRINITY_DN12073_c0_g1,Sarsia
N2.HOG0002583,TRINITY_DN7722_c1_g1,Sarsia
N2.HOG0002585,TRINITY_DN16138_c0_g1,Sarsia
N2.HOG0002586,TRINITY_DN26860_c0_g1,Sarsia
N2.HOG0002590,TRINITY_DN674_c0_g1,Sarsia
N2.HOG0002591,TRINITY_DN10101_c0_g1,Sarsia
N2.HOG0002594,TRINITY_DN95752_c0_g1,Sarsia
N2.HOG0002600,TRINITY_DN24374_c0_g1,Sarsia
N2.HOG0002601,TRINITY_DN12143_c0_g1,Sarsia
N2.HOG0002603,TRINITY_DN100813_c0_g1,Sarsia
N2.HOG0002604,TRINITY_DN29031_c0_g1,Sarsia
N2.HOG0002609,TRINITY_DN1149_c0_g1,Sarsia
N2.HOG0002612,TRINITY_DN14528_c1_g1,Sarsia
N2.HOG0002614,TRINITY_DN4052_c0_g1,Sarsia
N2.HOG0002616,TRINITY_DN37149_c0_g1,Sarsia
N2.HOG0002620,TRINITY_DN49498_c0_g1,Sarsia
N2.HOG0002625,TRINITY_DN26926_c0_g1,Sarsia
N2.HOG0002628,TRINITY_DN1570_c0_g1,Sarsia
N2.HOG0002634,TRINITY_DN21294_c0_g1,Sarsia
N2.HOG0002636,TRINITY_DN97611_c0_g1,Sarsia
N2.HOG0002646,TRINITY_DN15296_c0_g2,Sarsia
N2.HOG0002647,TRINITY_DN42297_c0_g1,Sarsia
N2.HOG0002648,TRINITY_DN5022_c0_g1,Sarsia
N2.HOG0002652,TRINITY_DN4255_c0_g1,Sarsia
N2.HOG0002657,TRINITY_DN3064_c1_g1,Sarsia
N2.HOG0002659,TRINITY_DN5434_c0_g4,Sarsia
N2.HOG0002667,TRINITY_DN2518_c0_g1,Sarsia
N2.HOG0002670,TRINITY_DN49406_c0_g1,Sarsia
N2.HOG0002676,TRINITY_DN2466_c0_g6,Sarsia
N2.HOG0002680,TRINITY_DN3017_c0_g3,Sarsia
N2.HOG0002681,TRINITY_DN67934_c0_g1,Sarsia
N2.HOG0002684,TRINITY_DN72347_c1_g1,Sarsia
N2.HOG0002688,TRINITY_DN3539_c0_g1,Sarsia
N2.HOG0002690,TRINITY_DN4016_c0_g1,Sarsia
N2.HOG0002691,TRINITY_DN396_c0_g2,Sarsia
N2.HOG0002701,TRINITY_DN1534_c0_g1,Sarsia
N2.HOG0002716,TRINITY_DN870_c0_g2,Sarsia
N2.HOG0002717,TRINITY_DN17232_c0_g1,Sarsia
N2.HOG0002718,TRINITY_DN24845_c0_g1,Sarsia
N2.HOG0002724,TRINITY_DN16442_c0_g1,Sarsia
N2.HOG0002726,TRINITY_DN8259_c0_g1,Sarsia
N2.HOG0002729,TRINITY_DN52360_c0_g2,Sarsia
N2.HOG0002731,TRINITY_DN23310_c0_g1,Sarsia
N2.HOG0002733,TRINITY_DN30894_c0_g1,Sarsia
N2.HOG0002734,TRINITY_DN8374_c0_g1,Sarsia
N2.HOG0002750,TRINITY_DN820_c1_g1,Sarsia
N2.HOG0002754,TRINITY_DN20726_c0_g1,Sarsia
N2.HOG0002763,TRINITY_DN23464_c0_g1,Sarsia
N2.HOG0002765,TRINITY_DN110608_c0_g1,Sarsia
N2.HOG0002769,TRINITY_DN94545_c0_g1,Sarsia
N2.HOG0002782,TRINITY_DN46408_c0_g2,Sarsia
N2.HOG0002783,TRINITY_DN59296_c0_g2,Sarsia
N2.HOG0002784,TRINITY_DN37788_c0_g1,Sarsia
N2.HOG0002785,TRINITY_DN16032_c2_g3,Sarsia
N2.HOG0002791,TRINITY_DN17582_c0_g1,Sarsia
N2.HOG0002792,TRINITY_DN4435_c0_g1,Sarsia
N2.HOG0002803,TRINITY_DN6152_c0_g1,Sarsia
N2.HOG0002813,TRINITY_DN4172_c0_g2,Sarsia
N2.HOG0002814,TRINITY_DN21120_c0_g1,Sarsia
N2.HOG0002815,TRINITY_DN5953_c0_g1,Sarsia
N2.HOG0002816,TRINITY_DN25397_c0_g1,Sarsia
N2.HOG0002817,TRINITY_DN4419_c0_g1,Sarsia
N2.HOG0002822,TRINITY_DN4184_c0_g1,Sarsia
N2.HOG0002823,TRINITY_DN6100_c0_g1,Sarsia
N2.HOG0002827,TRINITY_DN5415_c1_g4,Sarsia
N2.HOG0002829,TRINITY_DN5537_c0_g1,Sarsia
N2.HOG0002836,TRINITY_DN3323_c1_g1,Sarsia
N2.HOG0002844,TRINITY_DN6351_c0_g1,Sarsia
N2.HOG0002846,TRINITY_DN1697_c0_g1,Sarsia
N2.HOG0002847,TRINITY_DN20042_c0_g1,Sarsia
N2.HOG0002848,TRINITY_DN27881_c0_g1,Sarsia
N2.HOG0002852,TRINITY_DN23504_c0_g1,Sarsia
N2.HOG0002854,TRINITY_DN7335_c0_g1,Sarsia
N2.HOG0002862,TRINITY_DN14947_c0_g1,Sarsia
N2.HOG0002863,TRINITY_DN72376_c0_g1,Sarsia
N2.HOG0002868,TRINITY_DN4066_c0_g1,Sarsia
N2.HOG0002883,TRINITY_DN2467_c0_g1,Sarsia
N2.HOG0002886,TRINITY_DN15732_c0_g6,Sarsia
N2.HOG0002890,TRINITY_DN6177_c0_g1,Sarsia
N2.HOG0002895,TRINITY_DN18131_c0_g1,Sarsia
N2.HOG0002896,TRINITY_DN28967_c0_g1,Sarsia
N2.HOG0002898,TRINITY_DN105921_c0_g1,Sarsia
N2.HOG0002899,TRINITY_DN24177_c0_g1,Sarsia
N2.HOG0002900,TRINITY_DN104096_c0_g1,Sarsia
N2.HOG0002901,TRINITY_DN848_c5_g1,Sarsia
N2.HOG0002904,TRINITY_DN1385_c0_g1,Sarsia
N2.HOG0002906,TRINITY_DN56416_c3_g1,Sarsia
N2.HOG0002907,TRINITY_DN114541_c0_g1,Sarsia
N2.HOG0002908,TRINITY_DN51946_c0_g1,Sarsia
N2.HOG0002916,TRINITY_DN63798_c0_g2,Sarsia
N2.HOG0002920,TRINITY_DN12771_c0_g2,Sarsia
N2.HOG0002922,TRINITY_DN39326_c0_g1,Sarsia
N2.HOG0002925,TRINITY_DN21885_c1_g1,Sarsia
N2.HOG0002927,TRINITY_DN12773_c0_g1,Sarsia
N2.HOG0002932,TRINITY_DN2718_c0_g2,Sarsia
N2.HOG0002937,TRINITY_DN39568_c0_g1,Sarsia
N2.HOG0002940,TRINITY_DN11408_c0_g1,Sarsia
N2.HOG0002942,TRINITY_DN16151_c0_g1,Sarsia
N2.HOG0002943,TRINITY_DN17838_c0_g1,Sarsia
N2.HOG0002944,TRINITY_DN242_c0_g2,Sarsia
N2.HOG0002945,TRINITY_DN22051_c1_g2,Sarsia
N2.HOG0002946,TRINITY_DN55633_c0_g1,Sarsia
N2.HOG0002947,TRINITY_DN17330_c0_g1,Sarsia
N2.HOG0002948,TRINITY_DN16386_c0_g2,Sarsia
N2.HOG0002949,TRINITY_DN19699_c0_g1,Sarsia
N2.HOG0002950,TRINITY_DN66789_c0_g1,Sarsia
N2.HOG0002958,TRINITY_DN105158_c0_g1,Sarsia
N2.HOG0002959,TRINITY_DN32853_c0_g1,Sarsia
N2.HOG0002962,TRINITY_DN3797_c0_g1,Sarsia
N2.HOG0002972,TRINITY_DN2722_c1_g1,Sarsia
N2.HOG0002973,TRINITY_DN2546_c0_g3,Sarsia
N2.HOG0002975,TRINITY_DN17384_c1_g1,Sarsia
N2.HOG0002976,TRINITY_DN16990_c1_g1,Sarsia
N2.HOG0002978,TRINITY_DN42264_c0_g1,Sarsia
N2.HOG0002979,TRINITY_DN23140_c0_g1,Sarsia
N2.HOG0002982,TRINITY_DN96149_c0_g1,Sarsia
N2.HOG0002992,TRINITY_DN63325_c0_g1,Sarsia
N2.HOG0002993,TRINITY_DN50637_c1_g1,Sarsia
N2.HOG0002994,TRINITY_DN64116_c0_g1,Sarsia
N2.HOG0002995,TRINITY_DN2775_c0_g1,Sarsia
N2.HOG0002996,TRINITY_DN53884_c0_g1,Sarsia
N2.HOG0002997,TRINITY_DN31255_c0_g1,Sarsia
N2.HOG0002998,TRINITY_DN61425_c0_g1,Sarsia
N2.HOG0003000,TRINITY_DN27767_c0_g1,Sarsia
N2.HOG0003009,TRINITY_DN19636_c0_g1,Sarsia
N2.HOG0003021,TRINITY_DN30514_c0_g1,Sarsia
N2.HOG0003022,TRINITY_DN9238_c0_g1,Sarsia
N2.HOG0003033,TRINITY_DN65687_c0_g1,Sarsia
N2.HOG0003034,TRINITY_DN45967_c0_g1,Sarsia
N2.HOG0003037,TRINITY_DN22546_c0_g1,Sarsia
N2.HOG0003044,TRINITY_DN9201_c0_g1,Sarsia
N2.HOG0003061,TRINITY_DN22399_c0_g1,Sarsia
N2.HOG0003074,TRINITY_DN14008_c0_g1,Sarsia
N2.HOG0003079,TRINITY_DN16100_c0_g1,Sarsia
N2.HOG0003081,TRINITY_DN89482_c0_g1,Sarsia
N2.HOG0003083,TRINITY_DN25668_c0_g1,Sarsia
N2.HOG0003084,TRINITY_DN3625_c0_g1,Sarsia
N2.HOG0003088,TRINITY_DN20028_c0_g1,Sarsia
N2.HOG0003096,TRINITY_DN10869_c0_g1,Sarsia
N2.HOG0003101,TRINITY_DN29237_c0_g1,Sarsia
N2.HOG0003102,TRINITY_DN4047_c0_g1,Sarsia
N2.HOG0003104,TRINITY_DN900_c0_g1,Sarsia
N2.HOG0003105,TRINITY_DN20545_c0_g1,Sarsia
N2.HOG0003110,TRINITY_DN9025_c0_g1,Sarsia
N2.HOG0003111,TRINITY_DN23046_c0_g1,Sarsia
N2.HOG0003117,TRINITY_DN23536_c0_g1,Sarsia
N2.HOG0003137,TRINITY_DN772_c0_g1,Sarsia
N2.HOG0003139,TRINITY_DN773_c0_g1,Sarsia
N2.HOG0003142,TRINITY_DN272_c4_g1,Sarsia
N2.HOG0003143,TRINITY_DN10930_c0_g2,Sarsia
N2.HOG0003160,TRINITY_DN18662_c0_g1,Sarsia
N2.HOG0003161,TRINITY_DN107169_c0_g1,Sarsia
N2.HOG0003162,TRINITY_DN7033_c0_g1,Sarsia
N2.HOG0003165,TRINITY_DN14806_c1_g1,Sarsia
N2.HOG0003166,TRINITY_DN10944_c0_g1,Sarsia
N2.HOG0003167,TRINITY_DN29626_c0_g1,Sarsia
N2.HOG0003169,TRINITY_DN6332_c0_g1,Sarsia
N2.HOG0003172,TRINITY_DN9779_c0_g1,Sarsia
N2.HOG0003180,TRINITY_DN51945_c0_g1,Sarsia
N2.HOG0003181,TRINITY_DN41910_c0_g1,Sarsia
N2.HOG0003189,TRINITY_DN6248_c0_g1,Sarsia
N2.HOG0003206,TRINITY_DN46127_c0_g1,Sarsia
N2.HOG0003209,TRINITY_DN17246_c0_g1,Sarsia
N2.HOG0003211,TRINITY_DN34651_c0_g1,Sarsia
N2.HOG0003217,TRINITY_DN1200_c0_g1,Sarsia
N2.HOG0003218,TRINITY_DN15777_c0_g1,Sarsia
N2.HOG0003219,TRINITY_DN6799_c0_g2,Sarsia
N2.HOG0003225,TRINITY_DN55834_c0_g1,Sarsia
N2.HOG0003226,TRINITY_DN7864_c0_g1,Sarsia
N2.HOG0003234,TRINITY_DN75734_c0_g1,Sarsia
N2.HOG0003238,TRINITY_DN25642_c0_g4,Sarsia
N2.HOG0003242,TRINITY_DN3532_c0_g1,Sarsia
N2.HOG0003247,TRINITY_DN33464_c0_g1,Sarsia
N2.HOG0003255,TRINITY_DN3841_c0_g1,Sarsia
N2.HOG0003256,TRINITY_DN1883_c1_g1,Sarsia
N2.HOG0003264,TRINITY_DN2807_c0_g1,Sarsia
N2.HOG0003270,TRINITY_DN24924_c0_g1,Sarsia
N2.HOG0003271,TRINITY_DN3004_c0_g2,Sarsia
N2.HOG0003277,TRINITY_DN3062_c0_g2,Sarsia
N2.HOG0003280,TRINITY_DN13074_c0_g1,Sarsia
N2.HOG0003286,TRINITY_DN37858_c0_g1,Sarsia
N2.HOG0003289,TRINITY_DN31870_c0_g1,Sarsia
N2.HOG0003290,TRINITY_DN5354_c0_g1,Sarsia
N2.HOG0003295,TRINITY_DN52899_c0_g1,Sarsia
N2.HOG0003297,TRINITY_DN54869_c0_g1,Sarsia
N2.HOG0003311,TRINITY_DN20497_c0_g1,Sarsia
N2.HOG0003312,TRINITY_DN279_c0_g3,Sarsia
N2.HOG0003315,TRINITY_DN7073_c0_g1,Sarsia
N2.HOG0003318,TRINITY_DN105692_c0_g1,Sarsia
N2.HOG0003338,TRINITY_DN75432_c0_g1,Sarsia
N2.HOG0003340,TRINITY_DN900_c0_g4,Sarsia
N2.HOG0003342,TRINITY_DN1742_c0_g1,Sarsia
N2.HOG0003344,TRINITY_DN1290_c0_g1,Sarsia
N2.HOG0003345,TRINITY_DN5852_c0_g1,Sarsia
N2.HOG0003348,TRINITY_DN45467_c0_g1,Sarsia
N2.HOG0003354,TRINITY_DN13385_c0_g2,Sarsia
N2.HOG0003355,TRINITY_DN25204_c0_g1,Sarsia
N2.HOG0003358,TRINITY_DN18810_c0_g1,Sarsia
N2.HOG0003360,TRINITY_DN77748_c0_g1,Sarsia
N2.HOG0003369,TRINITY_DN24285_c0_g1,Sarsia
N2.HOG0003371,TRINITY_DN55035_c0_g1,Sarsia
N2.HOG0003377,TRINITY_DN53486_c0_g2,Sarsia
N2.HOG0003378,TRINITY_DN25570_c0_g1,Sarsia
N2.HOG0003380,TRINITY_DN53281_c0_g1,Sarsia
N2.HOG0003387,TRINITY_DN5689_c0_g3,Sarsia
N2.HOG0003388,TRINITY_DN1921_c0_g2,Sarsia
N2.HOG0003391,TRINITY_DN29490_c0_g1,Sarsia
N2.HOG0003397,TRINITY_DN75980_c0_g1,Sarsia
N2.HOG0003400,TRINITY_DN5727_c0_g1,Sarsia
N2.HOG0003405,TRINITY_DN19561_c0_g1,Sarsia
N2.HOG0003409,TRINITY_DN3975_c1_g1,Sarsia
N2.HOG0003413,TRINITY_DN2764_c0_g2,Sarsia
N2.HOG0003421,TRINITY_DN37806_c0_g1,Sarsia
N2.HOG0003422,TRINITY_DN19851_c0_g1,Sarsia
N2.HOG0003425,TRINITY_DN4537_c0_g1,Sarsia
N2.HOG0003426,TRINITY_DN32048_c0_g1,Sarsia
N2.HOG0003427,TRINITY_DN2519_c0_g1,Sarsia
N2.HOG0003432,TRINITY_DN12875_c0_g1,Sarsia
N2.HOG0003434,TRINITY_DN85648_c0_g1,Sarsia
N2.HOG0003438,TRINITY_DN18148_c0_g1,Sarsia
N2.HOG0003440,TRINITY_DN30052_c0_g1,Sarsia
N2.HOG0003441,TRINITY_DN3495_c0_g1,Sarsia
N2.HOG0003448,TRINITY_DN11036_c0_g1,Sarsia
N2.HOG0003449,TRINITY_DN16558_c0_g1,Sarsia
N2.HOG0003464,TRINITY_DN8311_c0_g3,Sarsia
N2.HOG0003465,TRINITY_DN16127_c2_g1,Sarsia
N2.HOG0003466,TRINITY_DN9964_c0_g1,Sarsia
N2.HOG0003467,TRINITY_DN42767_c0_g2,Sarsia
N2.HOG0003468,TRINITY_DN12087_c0_g1,Sarsia
N2.HOG0003469,TRINITY_DN16169_c0_g1,Sarsia
N2.HOG0003475,TRINITY_DN4748_c0_g3,Sarsia
N2.HOG0003476,TRINITY_DN64344_c0_g1,Sarsia
N2.HOG0003482,TRINITY_DN6537_c0_g1,Sarsia
N2.HOG0003487,TRINITY_DN778_c0_g1,Sarsia
N2.HOG0003504,TRINITY_DN40282_c0_g1,Sarsia
N2.HOG0003507,TRINITY_DN19665_c0_g2,Sarsia
N2.HOG0003521,TRINITY_DN12588_c0_g1,Sarsia
N2.HOG0003529,TRINITY_DN8354_c0_g2,Sarsia
N2.HOG0003538,TRINITY_DN13915_c0_g1,Sarsia
N2.HOG0003539,TRINITY_DN33636_c0_g1,Sarsia
N2.HOG0003541,TRINITY_DN24839_c0_g1,Sarsia
N2.HOG0003553,TRINITY_DN742_c1_g1,Sarsia
N2.HOG0003558,TRINITY_DN7540_c0_g2,Sarsia
N2.HOG0003568,TRINITY_DN14529_c0_g1,Sarsia
N2.HOG0003575,TRINITY_DN822_c0_g1,Sarsia
N2.HOG0003585,TRINITY_DN26671_c0_g1,Sarsia
N2.HOG0003592,TRINITY_DN643_c0_g1,Sarsia
