# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "results/reference/GHAQ01.1.fsa_nt.fasta.fixed_longestORFperGene.fasta.eggnog.gtf" "-o" "results/counts/counts_matrix.txt" "-t" "exon" "-g" "gene_id" "-G" "results/reference/GHAQ01.1.fsa_nt.fasta.fixed_longestORFperGene.fasta" "-T" "20" "results/star/mapping/SRR8101518/Aligned.out.sam" "results/star/mapping/SRR8101523/Aligned.out.sam" "results/star/mapping/SRR8101526/Aligned.out.sam" "results/star/mapping/SRR8101525/Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	results/star/mapping/SRR8101518/Aligned.out.sam	results/star/mapping/SRR8101523/Aligned.out.sam	results/star/mapping/SRR8101526/Aligned.out.sam	results/star/mapping/SRR8101525/Aligned.out.sam
comp72313_c0	comp72313_c0_seq1	1	2487	-	2487	460	12	22	60
comp72314_c0	comp72314_c0_seq1	1	2712	-	2712	30	55	170	813
comp72315_c0	comp72315_c0_seq1	1	794	-	794	19	34	28	14
comp72315_c1	comp72315_c1_seq9	1	3027	-	3027	78	115	102	71
comp72316_c0	comp72316_c0_seq1	1	739	-	739	111	15	35	72
comp72317_c1	comp72317_c1_seq2	1	540	-	540	20	37	44	26
comp72317_c3	comp72317_c3_seq1	1	962	-	962	32	23	29	34
comp72317_c7	comp72317_c7_seq3	1	4745	-	4745	355	387	486	396
comp72317_c9	comp72317_c9_seq1	1	1813	-	1813	428	405	398	307
comp72318_c0	comp72318_c0_seq3	1	1669	-	1669	13654	8	7016	2038
comp72320_c0	comp72320_c0_seq7	1	2295	-	2295	1	0	0	31
comp72322_c1	comp72322_c1_seq7	1	1496	-	1496	331	168	221	242
comp72323_c0	comp72323_c0_seq1	1	1644	-	1644	538	282	619	433
comp72325_c0	comp72325_c0_seq1	1	2162	-	2162	434	368	58	225
comp72327_c0	comp72327_c0_seq4	1	2619	-	2619	547	488	431	349
comp72328_c0	comp72328_c0_seq1	1	2869	-	2869	1034	29	144	370
comp72329_c0	comp72329_c0_seq2	1	4165	-	4165	617	321	680	864
comp72331_c1	comp72331_c1_seq5	1	3204	-	3204	565	569	453	488
comp72332_c0	comp72332_c0_seq1	1	3971	-	3971	173	104	65	98
comp72333_c0	comp72333_c0_seq1	1	2682	-	2682	137	94	119	183
comp72334_c0	comp72334_c0_seq1	1	4506	-	4506	8	1624	2006	114
comp72335_c2	comp72335_c2_seq1	1	2881	-	2881	713	784	950	689
comp72335_c3	comp72335_c3_seq1	1	454	-	454	11	10	15	6
comp72337_c0	comp72337_c0_seq1	1	1720	-	1720	160	104	140	182
comp72338_c0	comp72338_c0_seq1	1	1275	-	1275	41	37	57	64
comp72339_c2	comp72339_c2_seq13	1	3188	-	3188	3	27	13	18
comp72340_c0	comp72340_c0_seq1	1	1375	-	1375	155	55	67	39
comp72340_c1	comp72340_c1_seq2	1	2045	-	2045	260	89	118	69
comp72344_c0	comp72344_c0_seq1	1	1917	-	1917	257	189	131	136
comp72346_c0	comp72346_c0_seq1	1	726	-	726	20	18	32	26
comp72347_c0	comp72347_c0_seq4	1	4050	-	4050	274	162	1504	262
comp72348_c0	comp72348_c0_seq1	1	434	-	434	2	2	6	4
comp72348_c1	comp72348_c1_seq1	1	457	-	457	4	2	7	2
comp72348_c2	comp72348_c2_seq1	1	858	-	858	10	5	10	6
comp72349_c0	comp72349_c0_seq1	1	2340	-	2340	215	160	163	231
comp72350_c0	comp72350_c0_seq1	1	3521	-	3521	1386	390	666	358
comp72351_c0	comp72351_c0_seq2	1	7386	-	7386	2199	1636	1890	2294
comp72351_c3	comp72351_c3_seq1	1	675	-	675	4	4	3	2
comp72351_c4	comp72351_c4_seq1	1	924	-	924	12	7	13	9
comp72352_c0	comp72352_c0_seq1	1	2316	-	2316	1919	528	939	1209
comp72353_c0	comp72353_c0_seq1	1	4955	-	4955	714	529	719	804
comp72354_c2	comp72354_c2_seq1	1	787	-	787	28	15	19	19
comp72354_c3	comp72354_c3_seq4	1	2216	-	2216	226	202	174	203
comp72355_c0	comp72355_c0_seq2	1	7572	-	7572	864	1073	2021	639
comp72357_c0	comp72357_c0_seq1	1	5774	-	5774	1513	948	1276	1539
comp72360_c1	comp72360_c1_seq2	1	2568	-	2568	43	171	166	63
comp72362_c0	comp72362_c0_seq14	1	12121	-	12121	815	944	963	944
comp72363_c0	comp72363_c0_seq8	1	1851	-	1851	163	119	119	158
comp72366_c0	comp72366_c0_seq1	1	2160	-	2160	256	279	395	464
comp72367_c0	comp72367_c0_seq1	1	435	-	435	2	0	1	3
comp72367_c1	comp72367_c1_seq14	1	6570	-	6570	1417	1302	1394	1351
comp72368_c1	comp72368_c1_seq12	1	3683	-	3683	1093	561	190	739
comp72369_c1	comp72369_c1_seq1	1	3017	-	3017	838	952	732	667
comp72370_c1	comp72370_c1_seq20	1	3657	-	3657	1165	301	1236	946
comp72372_c1	comp72372_c1_seq2	1	1719	-	1719	22	14	45	49
comp72372_c2	comp72372_c2_seq1	1	373	-	373	3	6	4	8
comp72373_c2	comp72373_c2_seq12	1	5829	-	5829	1147	1030	1279	1329
comp72374_c0	comp72374_c0_seq1	1	1421	-	1421	40	13	32	48
comp72375_c0	comp72375_c0_seq1	1	682	-	682	20	4	11	21
comp72376_c1	comp72376_c1_seq2	1	2119	-	2119	115	82	125	142
comp72377_c0	comp72377_c0_seq1	1	748	-	748	5	6	5	4
comp72378_c0	comp72378_c0_seq2	1	3772	-	3772	151	238	217	231
comp72379_c0	comp72379_c0_seq6	1	585	-	585	164	40	114	109
comp72381_c0	comp72381_c0_seq1	1	1840	-	1840	919	1316	1297	1150
comp72382_c0	comp72382_c0_seq10	1	3561	-	3561	372	328	334	430
comp72382_c6	comp72382_c6_seq1	1	384	-	384	106	102	210	242
comp72383_c0	comp72383_c0_seq4	1	4973	-	4973	162	243	190	479
comp72383_c1	comp72383_c1_seq12	1	2447	-	2447	150	265	267	595
comp72384_c0	comp72384_c0_seq1	1	634	-	634	3	4	2	7
comp72386_c0	comp72386_c0_seq1	1	2254	-	2254	797	125	388	304
comp72387_c1	comp72387_c1_seq2	1	5503	-	5503	106	1265	401	61
comp72388_c1	comp72388_c1_seq3	1	1662	-	1662	2	0	118	3
comp72389_c1	comp72389_c1_seq2	1	631	-	631	19	12	17	16
comp72390_c0	comp72390_c0_seq11	1	691	-	691	11	17	6	12
comp72391_c2	comp72391_c2_seq2	1	5891	-	5891	1043	1233	1108	1218
comp72392_c0	comp72392_c0_seq3	1	2308	-	2308	350	228	274	291
comp72393_c2	comp72393_c2_seq2	1	5152	-	5152	1466	1695	1567	943
comp72395_c0	comp72395_c0_seq2	1	1514	-	1514	218	193	192	188
comp72396_c0	comp72396_c0_seq2	1	953	-	953	177	116	133	165
comp72397_c0	comp72397_c0_seq1	1	1999	-	1999	71	266	183	75
comp72398_c0	comp72398_c0_seq6	1	1252	-	1252	53	69	46	56
comp72399_c0	comp72399_c0_seq7	1	5329	-	5329	385	284	333	285
comp72400_c1	comp72400_c1_seq2	1	422	-	422	10	3	14	8
comp72400_c2	comp72400_c2_seq1	1	407	-	407	2	3	4	2
comp72401_c1	comp72401_c1_seq1	1	1445	-	1445	38	100	65	65
comp72404_c2	comp72404_c2_seq1	1	7196	-	7196	64	1999	915	108
comp72404_c3	comp72404_c3_seq1	1	2749	-	2749	410	458	518	607
comp72406_c1	comp72406_c1_seq1	1	2498	-	2498	16	0	137	44
comp72407_c0	comp72407_c0_seq8	1	2523	-	2523	180	215	145	173
comp72408_c0	comp72408_c0_seq3	1	1523	-	1523	96	94	104	89
comp72409_c0	comp72409_c0_seq2	1	514	-	514	10	86	8	10
comp72410_c1	comp72410_c1_seq12	1	1718	-	1718	235	223	212	218
comp72413_c2	comp72413_c2_seq1	1	2309	-	2309	95	104	144	115
comp72414_c0	comp72414_c0_seq1	1	1529	-	1529	197	50	98	103
comp72415_c1	comp72415_c1_seq3	1	1872	-	1872	151	355	82	184
comp72416_c0	comp72416_c0_seq1	1	5033	-	5033	4732	1127	1994	2746
comp72417_c0	comp72417_c0_seq1	1	3483	-	3483	986	411	1295	1456
comp72418_c0	comp72418_c0_seq2	1	1847	-	1847	112	106	41	222
comp72419_c1	comp72419_c1_seq1	1	2777	-	2777	114	92	103	128
comp72421_c0	comp72421_c0_seq4	1	4567	-	4567	989	630	739	492
comp72422_c1	comp72422_c1_seq1	1	8311	-	8311	1186	1724	424	1029
comp72426_c0	comp72426_c0_seq2	1	1939	-	1939	360	516	952	1113
comp72427_c0	comp72427_c0_seq1	1	1916	-	1916	292	102	108	198
comp72428_c0	comp72428_c0_seq2	1	811	-	811	0	2	11	4
comp72428_c1	comp72428_c1_seq1	1	391	-	391	0	0	5	1
comp72429_c0	comp72429_c0_seq1	1	2346	-	2346	133	22	25	13
comp72431_c0	comp72431_c0_seq2	1	1595	-	1595	464	401	465	453
comp72432_c0	comp72432_c0_seq1	1	2264	-	2264	1734	6867	2130	1702
comp72433_c0	comp72433_c0_seq2	1	2729	-	2729	270	212	192	174
comp72434_c0	comp72434_c0_seq3	1	11616	-	11616	960	34	1368	17288
comp72435_c0	comp72435_c0_seq1	1	3693	-	3693	72793	50251	80507	81276
comp72436_c0	comp72436_c0_seq6	1	5177	-	5177	755	746	675	692
comp72437_c0	comp72437_c0_seq1	1	2623	-	2623	326	97	114	106
comp72438_c0	comp72438_c0_seq1	1	959	-	959	10	3	12	3
comp72439_c0	comp72439_c0_seq1	1	707	-	707	2	1	2	1
comp72439_c1	comp72439_c1_seq2	1	712	-	712	15	7	10	22
comp72439_c2	comp72439_c2_seq1	1	315	-	315	3	0	1	2
comp72439_c3	comp72439_c3_seq1	1	356	-	356	5	5	5	2
comp72441_c1	comp72441_c1_seq5	1	1683	-	1683	330	225	149	87
comp72442_c0	comp72442_c0_seq2	1	7070	-	7070	1491	1613	708	1093
comp72443_c0	comp72443_c0_seq2	1	1870	-	1870	23	6	0	9
comp72444_c0	comp72444_c0_seq3	1	2885	-	2885	799	364	346	351
comp72445_c0	comp72445_c0_seq1	1	1098	-	1098	216	19	24	31
comp72446_c2	comp72446_c2_seq6	1	2731	-	2731	597	549	811	853
comp72447_c1	comp72447_c1_seq4	1	2106	-	2106	567	666	672	602
comp72447_c5	comp72447_c5_seq1	1	1721	-	1721	19	34	34	25
comp72448_c0	comp72448_c0_seq3	1	3354	-	3354	520	3786	511	690
comp72449_c0	comp72449_c0_seq5	1	4373	-	4373	534	203	495	319
comp72450_c1	comp72450_c1_seq2	1	5103	-	5103	3018	2565	1098	991
comp72451_c0	comp72451_c0_seq1	1	474	-	474	11	5	4	7
comp72451_c2	comp72451_c2_seq1	1	370	-	370	4	2	2	1
comp72451_c3	comp72451_c3_seq1	1	856	-	856	21	7	17	17
comp72451_c4	comp72451_c4_seq1	1	358	-	358	9	3	5	4
comp72452_c0	comp72452_c0_seq1	1	2395	-	2395	128	124	79	112
comp72453_c0	comp72453_c0_seq1	1	731	-	731	16	24	17	20
comp72454_c0	comp72454_c0_seq1	1	3537	-	3537	740	752	761	857
comp72455_c0	comp72455_c0_seq1	1	380	-	380	0	0	2	0
comp72455_c1	comp72455_c1_seq5	1	905	-	905	4	0	8	1
comp72455_c2	comp72455_c2_seq1	1	537	-	537	1	0	5	4
comp72456_c0	comp72456_c0_seq1	1	5248	-	5248	1097	426	830	885
comp72456_c3	comp72456_c3_seq1	1	628	-	628	2	0	8	6
comp72457_c0	comp72457_c0_seq1	1	3835	-	3835	674	700	358	634
comp72460_c0	comp72460_c0_seq1	1	2280	-	2280	43	299	89	16
comp72460_c1	comp72460_c1_seq1	1	528	-	528	12	72	20	1
comp72462_c1	comp72462_c1_seq2	1	1651	-	1651	79	77	50	105
comp72463_c0	comp72463_c0_seq1	1	1882	-	1882	173	184	81	78
comp72464_c0	comp72464_c0_seq1	1	2235	-	2235	347	379	645	755
comp72465_c0	comp72465_c0_seq1	1	456	-	456	5	8	12	4
comp72465_c2	comp72465_c2_seq1	1	458	-	458	5	7	7	9
comp72465_c4	comp72465_c4_seq10	1	388	-	388	20	26	23	32
comp72466_c0	comp72466_c0_seq1	1	1236	-	1236	97	59	86	120
comp72467_c0	comp72467_c0_seq2	1	4433	-	4433	802	482	620	705
comp72469_c1	comp72469_c1_seq1	1	2009	-	2009	128	96	347	1003
comp72470_c0	comp72470_c0_seq1	1	2123	-	2123	725	494	563	307
comp72471_c0	comp72471_c0_seq5	1	1466	-	1466	157	179	156	140
comp72472_c0	comp72472_c0_seq1	1	4479	-	4479	738	529	706	535
comp72472_c1	comp72472_c1_seq1	1	1953	-	1953	7280	8657	9273	6815
comp72473_c1	comp72473_c1_seq3	1	1027	-	1027	9	20	32	23
comp72474_c0	comp72474_c0_seq1	1	469	-	469	28	3	2	5
comp72475_c0	comp72475_c0_seq2	1	2605	-	2605	93	412	288	137
comp72476_c0	comp72476_c0_seq8	1	5120	-	5120	701	562	645	476
comp72477_c0	comp72477_c0_seq1	1	1873	-	1873	518	561	451	1679
comp72480_c0	comp72480_c0_seq2	1	2311	-	2311	40	27	768	6725
comp72481_c0	comp72481_c0_seq1	1	3280	-	3280	12406	7920	13563	15251
comp72482_c0	comp72482_c0_seq3	1	3154	-	3154	484	733	444	342
comp72483_c0	comp72483_c0_seq1	1	2681	-	2681	298	370	277	354
comp72484_c0	comp72484_c0_seq5	1	3015	-	3015	782	109	667	1122
comp72487_c0	comp72487_c0_seq4	1	2434	-	2434	282	201	257	290
comp72488_c1	comp72488_c1_seq5	1	1546	-	1546	55	56	87	53
comp72489_c0	comp72489_c0_seq1	1	1870	-	1870	18	10	158	107
comp72489_c1	comp72489_c1_seq1	1	3421	-	3421	58	27	295	268
comp72492_c0	comp72492_c0_seq1	1	394	-	394	3	3	2	3
comp72493_c0	comp72493_c0_seq1	1	5786	-	5786	424	287	313	327
comp72495_c0	comp72495_c0_seq1	1	1401	-	1401	128	98	110	127
comp72496_c0	comp72496_c0_seq1	1	1631	-	1631	36	25	260	103
comp72497_c0	comp72497_c0_seq1	1	3157	-	3157	884	372	512	344
comp72500_c0	comp72500_c0_seq1	1	1586	-	1586	672	627	1457	533
comp72502_c0	comp72502_c0_seq2	1	1934	-	1934	126	56	79	61
comp72503_c2	comp72503_c2_seq5	1	2644	-	2644	456	413	502	570
comp72503_c3	comp72503_c3_seq1	1	2639	-	2639	346	346	382	505
comp72504_c0	comp72504_c0_seq3	1	2681	-	2681	1482	1267	1550	1212
comp72505_c0	comp72505_c0_seq1	1	2011	-	2011	132	132	139	155
comp72507_c1	comp72507_c1_seq2	1	2812	-	2812	1199	118	487	645
comp72508_c0	comp72508_c0_seq2	1	3121	-	3121	1014	1111	1261	1276
comp72509_c0	comp72509_c0_seq1	1	859	-	859	47	32	26	41
comp72510_c0	comp72510_c0_seq1	1	3578	-	3578	15597	5293	36440	23095
comp72511_c1	comp72511_c1_seq1	1	2562	-	2562	180	182	249	357
comp72512_c0	comp72512_c0_seq1	1	1825	-	1825	670	5	10	155
comp72512_c2	comp72512_c2_seq1	1	5145	-	5145	1649	1872	2006	2020
comp72513_c0	comp72513_c0_seq1	1	1312	-	1312	135	173	121	144
comp72515_c2	comp72515_c2_seq2	1	990	-	990	5	0	81	9
comp72515_c3	comp72515_c3_seq1	1	3260	-	3260	429	549	483	681
comp72516_c0	comp72516_c0_seq1	1	1211	-	1211	147	198	267	258
comp72519_c0	comp72519_c0_seq1	1	431	-	431	1	0	1	1
comp72520_c0	comp72520_c0_seq2	1	6711	-	6711	539	394	456	601
comp72520_c1	comp72520_c1_seq9	1	9708	-	9708	382	304	399	425
comp72521_c0	comp72521_c0_seq2	1	1524	-	1524	31	22	23	17
comp72521_c1	comp72521_c1_seq1	1	422	-	422	4	1	8	3
comp72523_c0	comp72523_c0_seq1	1	2349	-	2349	5024	3704	5602	6498
comp72524_c1	comp72524_c1_seq3	1	5832	-	5832	236	82	557	249
comp72526_c1	comp72526_c1_seq6	1	2818	-	2818	239	20	3	43
comp72528_c0	comp72528_c0_seq3	1	397	-	397	4	0	2	3
comp72529_c0	comp72529_c0_seq1	1	1819	-	1819	0	0	23	109
comp72530_c0	comp72530_c0_seq1	1	763	-	763	5	10	3	5
comp72531_c0	comp72531_c0_seq1	1	628	-	628	24	31	24	29
comp72532_c0	comp72532_c0_seq2	1	5046	-	5046	601	423	601	605
comp72533_c3	comp72533_c3_seq3	1	4491	-	4491	880	4626	731	557
comp72535_c2	comp72535_c2_seq13	1	2543	-	2543	148	9	1381	495
comp72535_c3	comp72535_c3_seq1	1	1259	-	1259	76	0	685	220
comp72537_c1	comp72537_c1_seq1	1	1393	-	1393	46	34	35	54
comp72538_c0	comp72538_c0_seq2	1	1873	-	1873	55	27	155	168
comp72539_c0	comp72539_c0_seq9	1	4229	-	4229	2358	9048	2455	805
comp72542_c0	comp72542_c0_seq2	1	839	-	839	42	22	18	17
comp72542_c1	comp72542_c1_seq1	1	351	-	351	12	6	5	8
comp72542_c2	comp72542_c2_seq1	1	803	-	803	36	23	20	7
comp72542_c3	comp72542_c3_seq2	1	1498	-	1498	55	44	24	32
comp72543_c0	comp72543_c0_seq1	1	3233	-	3233	726	517	730	583
comp72544_c0	comp72544_c0_seq1	1	1853	-	1853	105	84	40	36
comp72545_c0	comp72545_c0_seq2	1	3054	-	3054	617	434	679	535
comp72546_c3	comp72546_c3_seq3	1	3160	-	3160	322	231	244	302
comp72547_c0	comp72547_c0_seq2	1	898	-	898	77	58	75	80
comp72548_c1	comp72548_c1_seq1	1	2460	-	2460	12	56	52	327
comp72550_c0	comp72550_c0_seq1	1	619	-	619	19	15	20	30
comp72551_c1	comp72551_c1_seq4	1	3057	-	3057	447	386	501	432
comp72552_c0	comp72552_c0_seq1	1	1331	-	1331	15	15	129	109
comp72553_c0	comp72553_c0_seq2	1	4156	-	4156	1241	1277	1251	1788
comp72554_c0	comp72554_c0_seq19	1	3057	-	3057	482	475	565	520
comp72554_c5	comp72554_c5_seq1	1	1341	-	1341	12	8	10	11
comp72554_c11	comp72554_c11_seq1	1	521	-	521	13	18	13	19
comp72554_c15	comp72554_c15_seq1	1	3853	-	3853	2982	1156	2276	924
comp72555_c1	comp72555_c1_seq2	1	2997	-	2997	534	482	483	389
comp72556_c1	comp72556_c1_seq1	1	2910	-	2910	29	16	44	55
comp72557_c0	comp72557_c0_seq1	1	574	-	574	0	0	80	15
comp72557_c1	comp72557_c1_seq3	1	1835	-	1835	0	0	221	36
comp72557_c2	comp72557_c2_seq1	1	506	-	506	0	0	97	19
comp72558_c0	comp72558_c0_seq1	1	6162	-	6162	2342	3314	6848	13591
comp72559_c0	comp72559_c0_seq6	1	3236	-	3236	72	1283	1130	157
comp72560_c0	comp72560_c0_seq1	1	1077	-	1077	59	66	62	63
comp72562_c0	comp72562_c0_seq2	1	2190	-	2190	400	448	549	565
comp72564_c0	comp72564_c0_seq7	1	5093	-	5093	1003	79	33	408
comp72566_c1	comp72566_c1_seq1	1	2194	-	2194	19	423	139	19
comp72568_c0	comp72568_c0_seq4	1	3923	-	3923	1110	626	891	1408
comp72571_c0	comp72571_c0_seq1	1	2118	-	2118	338	587	355	422
comp72572_c0	comp72572_c0_seq1	1	1251	-	1251	61	0	255	5
comp72572_c1	comp72572_c1_seq1	1	316	-	316	36	2	205	4
comp72573_c1	comp72573_c1_seq1	1	1402	-	1402	376	500	735	824
comp72574_c1	comp72574_c1_seq2	1	2171	-	2171	36	14	28	13
comp72575_c0	comp72575_c0_seq1	1	2999	-	2999	238	212	153	126
comp72577_c0	comp72577_c0_seq1	1	1555	-	1555	109	105	103	74
comp72578_c0	comp72578_c0_seq1	1	2745	-	2745	221	1988	395	140
comp72579_c1	comp72579_c1_seq1	1	4413	-	4413	773	683	958	695
comp72579_c4	comp72579_c4_seq1	1	1496	-	1496	131	111	104	120
comp72580_c0	comp72580_c0_seq1	1	1993	-	1993	551	480	465	416
comp72581_c0	comp72581_c0_seq1	1	713	-	713	26	27	27	40
comp72581_c1	comp72581_c1_seq1	1	514	-	514	16	17	14	23
comp72582_c0	comp72582_c0_seq1	1	2878	-	2878	1342	560	1465	1410
comp72585_c0	comp72585_c0_seq13	1	3556	-	3556	373	208	328	256
comp72586_c0	comp72586_c0_seq1	1	2491	-	2491	1268	1409	1559	1269
comp72587_c0	comp72587_c0_seq1	1	973	-	973	1	17	111	6
comp72587_c2	comp72587_c2_seq18	1	6090	-	6090	129	910	7122	471
comp72588_c1	comp72588_c1_seq1	1	2441	-	2441	697	460	55	84
comp72589_c2	comp72589_c2_seq1	1	2616	-	2616	262	3	0	96
comp72590_c0	comp72590_c0_seq1	1	8706	-	8706	3562	1375	1754	1377
comp72592_c0	comp72592_c0_seq1	1	3453	-	3453	1594	1371	1514	1322
comp72593_c0	comp72593_c0_seq1	1	3724	-	3724	1252	1209	1386	1499
comp72595_c2	comp72595_c2_seq4	1	3369	-	3369	98	1139	465	100
comp72596_c1	comp72596_c1_seq2	1	5831	-	5831	690	186	606	473
comp72599_c1	comp72599_c1_seq9	1	3253	-	3253	2818	904	2715	2351
comp72599_c2	comp72599_c2_seq1	1	603	-	603	31	2	39	27
comp72600_c0	comp72600_c0_seq1	1	2980	-	2980	10	677	1	84
comp72601_c0	comp72601_c0_seq2	1	4382	-	4382	581	427	484	399
comp72602_c1	comp72602_c1_seq14	1	2010	-	2010	1135	244	478	929
comp72603_c0	comp72603_c0_seq7	1	4117	-	4117	859	978	729	620
comp72604_c0	comp72604_c0_seq1	1	1078	-	1078	109	404	72	52
comp72604_c2	comp72604_c2_seq1	1	3625	-	3625	279	1500	202	139
comp72604_c3	comp72604_c3_seq1	1	4894	-	4894	1234	1423	1777	926
comp72604_c4	comp72604_c4_seq1	1	1915	-	1915	268	329	288	230
comp72605_c0	comp72605_c0_seq1	1	2205	-	2205	1297	145	538	729
comp72606_c2	comp72606_c2_seq2	1	2166	-	2166	88	1	129	452
comp72607_c0	comp72607_c0_seq1	1	1641	-	1641	109	109	107	85
comp72608_c1	comp72608_c1_seq1	1	1757	-	1757	0	45	41	21
comp72609_c1	comp72609_c1_seq1	1	1520	-	1520	129	163	183	164
comp72610_c0	comp72610_c0_seq1	1	885	-	885	330	114	159	131
comp72611_c0	comp72611_c0_seq2	1	1702	-	1702	279	266	446	411
comp72612_c0	comp72612_c0_seq1	1	4663	-	4663	1500	1115	2451	2293
comp72614_c1	comp72614_c1_seq2	1	383	-	383	2	8	4	2
comp72615_c0	comp72615_c0_seq2	1	1671	-	1671	292	396	425	481
comp72618_c1	comp72618_c1_seq2	1	5535	-	5535	1384	335	449	557
comp72619_c1	comp72619_c1_seq7	1	4297	-	4297	148	129	1081	351
comp72620_c2	comp72620_c2_seq1	1	2352	-	2352	403	258	468	551
comp72621_c0	comp72621_c0_seq1	1	2891	-	2891	251	433	211	284
comp72623_c1	comp72623_c1_seq3	1	3046	-	3046	1573	488	1122	1426
comp72624_c0	comp72624_c0_seq5	1	2362	-	2362	229	275	215	174
comp72625_c0	comp72625_c0_seq4	1	2450	-	2450	261	318	261	220
comp72626_c0	comp72626_c0_seq1	1	1801	-	1801	568	135	358	90
comp72628_c0	comp72628_c0_seq1	1	1953	-	1953	126	58	68	49
comp72629_c1	comp72629_c1_seq1	1	851	-	851	5	7	1	4
comp72629_c2	comp72629_c2_seq1	1	1974	-	1974	17	3	5	25
comp72630_c0	comp72630_c0_seq6	1	1418	-	1418	127	87	82	85
comp72631_c0	comp72631_c0_seq1	1	4598	-	4598	367	253	321	294
comp72633_c0	comp72633_c0_seq1	1	1189	-	1189	55	57	32	39
comp72634_c0	comp72634_c0_seq10	1	3006	-	3006	14	248	55	76
comp72635_c2	comp72635_c2_seq1	1	2210	-	2210	779	1089	1146	1141
comp72636_c0	comp72636_c0_seq1	1	14638	-	14638	4997	1746	1839	1284
comp72637_c0	comp72637_c0_seq1	1	623	-	623	6	8	11	15
comp72638_c0	comp72638_c0_seq5	1	4205	-	4205	1105	1259	1050	919
comp72639_c0	comp72639_c0_seq3	1	2264	-	2264	440	278	1166	93
comp72640_c0	comp72640_c0_seq1	1	3994	-	3994	1384	1315	245	145
comp72640_c1	comp72640_c1_seq1	1	1542	-	1542	595	481	99	68
comp72641_c0	comp72641_c0_seq2	1	5069	-	5069	693	1495	676	901
comp72642_c0	comp72642_c0_seq1	1	2212	-	2212	342	522	504	449
comp72643_c0	comp72643_c0_seq1	1	2076	-	2076	11	10	58	0
comp72643_c1	comp72643_c1_seq1	1	1024	-	1024	0	0	35	1
comp72643_c2	comp72643_c2_seq1	1	2071	-	2071	5	6	74	3
comp72643_c4	comp72643_c4_seq1	1	1944	-	1944	0	4	65	2
comp72645_c0	comp72645_c0_seq1	1	2716	-	2716	249	267	160	159
comp72646_c0	comp72646_c0_seq2	1	2337	-	2337	468	335	385	449
comp72647_c1	comp72647_c1_seq64	1	2344	-	2344	182	178	204	194
comp72648_c0	comp72648_c0_seq1	1	3677	-	3677	247	181	250	313
comp72649_c0	comp72649_c0_seq1	1	1376	-	1376	0	631	0	1
comp72652_c0	comp72652_c0_seq1	1	1363	-	1363	106	118	142	178
comp72653_c0	comp72653_c0_seq2	1	1210	-	1210	75	72	57	72
comp72654_c0	comp72654_c0_seq1	1	2517	-	2517	810	223	305	229
comp72655_c0	comp72655_c0_seq5	1	3688	-	3688	291	168	296	324
comp72656_c1	comp72656_c1_seq1	1	441	-	441	2	5	2	4
comp72657_c0	comp72657_c0_seq2	1	2850	-	2850	636	704	852	640
comp72658_c0	comp72658_c0_seq1	1	2380	-	2380	28282	21	425	183
comp72659_c1	comp72659_c1_seq9	1	1711	-	1711	467	406	209	231
comp72660_c0	comp72660_c0_seq2	1	1534	-	1534	144	229	160	151
comp72662_c0	comp72662_c0_seq1	1	402	-	402	4	1	1	4
comp72663_c0	comp72663_c0_seq1	1	1587	-	1587	2	7	65	78
comp72664_c0	comp72664_c0_seq1	1	3379	-	3379	41	4	15	4
comp72665_c0	comp72665_c0_seq1	1	4078	-	4078	15	8	28	24
comp72666_c0	comp72666_c0_seq1	1	1913	-	1913	4	21	416	21
comp72668_c0	comp72668_c0_seq2	1	1901	-	1901	258	381	255	397
comp72669_c1	comp72669_c1_seq1	1	378	-	378	5	0	2	2
comp72669_c2	comp72669_c2_seq2	1	1569	-	1569	53	40	45	63
comp72670_c1	comp72670_c1_seq2	1	1241	-	1241	134	136	156	112
comp72672_c0	comp72672_c0_seq1	1	2943	-	2943	832	1830	1435	710
comp72673_c0	comp72673_c0_seq1	1	5352	-	5352	854	511	926	628
comp72674_c0	comp72674_c0_seq2	1	2019	-	2019	39	55	69	59
comp72675_c0	comp72675_c0_seq1	1	1417	-	1417	109	99	87	81
comp72677_c0	comp72677_c0_seq2	1	2893	-	2893	126	141	129	104
comp72678_c1	comp72678_c1_seq1	1	2984	-	2984	794	713	918	1158
comp72679_c0	comp72679_c0_seq1	1	1600	-	1600	4512	481	4304	3089
comp72681_c1	comp72681_c1_seq11	1	2933	-	2933	27	10	31	38
comp72681_c2	comp72681_c2_seq1	1	361	-	361	0	2	0	3
comp72681_c6	comp72681_c6_seq1	1	524	-	524	4	0	2	3
comp72684_c0	comp72684_c0_seq1	1	897	-	897	48	39	30	56
comp72684_c1	comp72684_c1_seq1	1	468	-	468	18	9	9	24
comp72685_c1	comp72685_c1_seq8	1	2660	-	2660	336	196	228	146
comp72686_c2	comp72686_c2_seq1	1	2455	-	2455	111	59	136	110
comp72686_c4	comp72686_c4_seq1	1	4947	-	4947	10	12	20	15
comp72686_c5	comp72686_c5_seq15	1	5330	-	5330	1492	719	2392	2344
comp72687_c0	comp72687_c0_seq2	1	6768	-	6768	194	4	1529	149
comp72688_c0	comp72688_c0_seq2	1	3493	-	3493	393	207	470	421
