# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-a" "results/reference/Trinity_20210112_longestORFperGene.fasta.eggnog.gtf" "-o" "results/counts/counts_matrix.txt" "-t" "exon" "-g" "gene_id" "-G" "results/reference/Trinity_20210112_longestORFperGene.fasta" "-T" "20" "results/star/mapping/SA01/Aligned.out.sam" "results/star/mapping/SA02/Aligned.out.sam" "results/star/mapping/SA03/Aligned.out.sam" "results/star/mapping/SA04/Aligned.out.sam" "results/star/mapping/SA05/Aligned.out.sam" "results/star/mapping/SA06/Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	results/star/mapping/SA01/Aligned.out.sam	results/star/mapping/SA02/Aligned.out.sam	results/star/mapping/SA03/Aligned.out.sam	results/star/mapping/SA04/Aligned.out.sam	results/star/mapping/SA05/Aligned.out.sam	results/star/mapping/SA06/Aligned.out.sam
TRINITY_DN16336_c0_g1	TRINITY_DN16336_c0_g1_i4	1	1836	-	1836	253	45	8	653	35	8
TRINITY_DN16398_c0_g1	TRINITY_DN16398_c0_g1_i3	1	3446	-	3446	2170	1462	1530	2244	1064	1249
TRINITY_DN16376_c0_g1	TRINITY_DN16376_c0_g1_i1	1	1794	-	1794	1265	774	208	2013	744	166
TRINITY_DN16387_c0_g1	TRINITY_DN16387_c0_g1_i4	1	2783	-	2783	90	73	78	65	38	53
TRINITY_DN16387_c1_g1	TRINITY_DN16387_c1_g1_i2	1	514	-	514	0	7	3	2	6	5
TRINITY_DN16352_c0_g1	TRINITY_DN16352_c0_g1_i7	1	1688	-	1688	5	31	41	13	35	17
TRINITY_DN16346_c0_g1	TRINITY_DN16346_c0_g1_i1	1	3229	-	3229	406	804	904	549	921	790
TRINITY_DN16346_c0_g2	TRINITY_DN16346_c0_g2_i1	1	1667	-	1667	42	208	12	103	87	8
TRINITY_DN16385_c0_g1	TRINITY_DN16385_c0_g1_i6	1	2831	-	2831	74	45	47	23	9	65
TRINITY_DN16324_c0_g1	TRINITY_DN16324_c0_g1_i3	1	2101	-	2101	49	86	23	13	39	10
TRINITY_DN16324_c0_g2	TRINITY_DN16324_c0_g2_i1	1	2307	-	2307	35	42	35	6	76	32
TRINITY_DN16324_c0_g3	TRINITY_DN16324_c0_g3_i1	1	338	-	338	0	3	1	0	1	0
TRINITY_DN16307_c0_g1	TRINITY_DN16307_c0_g1_i1	1	389	-	389	0	0	0	0	0	0
TRINITY_DN16348_c0_g1	TRINITY_DN16348_c0_g1_i5	1	1336	-	1336	41	46	10	41	65	9
TRINITY_DN16341_c0_g1	TRINITY_DN16341_c0_g1_i2	1	1706	-	1706	27	20	176	50	11	179
TRINITY_DN16323_c0_g1	TRINITY_DN16323_c0_g1_i1	1	796	-	796	9	20	13	9	16	31
TRINITY_DN16360_c0_g1	TRINITY_DN16360_c0_g1_i5	1	3281	-	3281	73	65	50	98	47	36
TRINITY_DN16332_c2_g1	TRINITY_DN16332_c2_g1_i11	1	2198	-	2198	51	88	18	23	41	13
TRINITY_DN16373_c0_g1	TRINITY_DN16373_c0_g1_i4	1	1232	-	1232	22	22	55	5	7	43
TRINITY_DN16367_c0_g1	TRINITY_DN16367_c0_g1_i1	1	1417	-	1417	1196	1475	913	144	711	79
TRINITY_DN16367_c1_g1	TRINITY_DN16367_c1_g1_i1	1	2756	-	2756	339	82	600	191	28	290
TRINITY_DN16384_c0_g1	TRINITY_DN16384_c0_g1_i1	1	2359	-	2359	391	7	124	221	1	52
TRINITY_DN16308_c0_g1	TRINITY_DN16308_c0_g1_i1	1	606	-	606	13	5	38	7	8	24
TRINITY_DN16354_c0_g1	TRINITY_DN16354_c0_g1_i2	1	5111	-	5111	696	565	1043	115	131	142
TRINITY_DN16382_c0_g1	TRINITY_DN16382_c0_g1_i2	1	2299	-	2299	487	448	799	247	285	273
TRINITY_DN16322_c0_g1	TRINITY_DN16322_c0_g1_i1	1	605	-	605	64	60	50	82	18	28
TRINITY_DN16316_c0_g1	TRINITY_DN16316_c0_g1_i1	1	1346	-	1346	59	27	4	16	9	3
TRINITY_DN16368_c0_g1	TRINITY_DN16368_c0_g1_i3	1	566	-	566	8	7	9	13	3	4
TRINITY_DN16335_c0_g1	TRINITY_DN16335_c0_g1_i1	1	2570	-	2570	112	323	623	5	10	6
TRINITY_DN16319_c0_g1	TRINITY_DN16319_c0_g1_i2	1	1417	-	1417	58	42	58	34	41	80
TRINITY_DN16319_c1_g1	TRINITY_DN16319_c1_g1_i1	1	1042	-	1042	19	8	50	16	3	6
TRINITY_DN16386_c0_g2	TRINITY_DN16386_c0_g2_i2	1	1830	-	1830	6	3	34	15	39	21
TRINITY_DN16371_c1_g1	TRINITY_DN16371_c1_g1_i5	1	1896	-	1896	1830	903	1106	1062	491	694
TRINITY_DN16362_c0_g1	TRINITY_DN16362_c0_g1_i13	1	630	-	630	18	12	8	10	1	2
TRINITY_DN16369_c0_g1	TRINITY_DN16369_c0_g1_i1	1	650	-	650	6	1	1	0	0	42
TRINITY_DN16340_c0_g2	TRINITY_DN16340_c0_g2_i1	1	1170	-	1170	557	634	1413	870	921	741
TRINITY_DN16325_c0_g1	TRINITY_DN16325_c0_g1_i2	1	5541	-	5541	44	36	565	73	87	180
TRINITY_DN16357_c0_g1	TRINITY_DN16357_c0_g1_i6	1	4857	-	4857	53	58	270	1	17	73
TRINITY_DN16338_c0_g1	TRINITY_DN16338_c0_g1_i1	1	2500	-	2500	939	103	84	327	78	261
TRINITY_DN16361_c0_g1	TRINITY_DN16361_c0_g1_i2	1	1202	-	1202	0	0	232	1	0	330
TRINITY_DN16391_c0_g1	TRINITY_DN16391_c0_g1_i1	1	1378	-	1378	479	341	675	788	594	842
TRINITY_DN16311_c0_g1	TRINITY_DN16311_c0_g1_i6	1	1161	-	1161	1746	2209	2881	1751	2500	2640
TRINITY_DN16393_c0_g1	TRINITY_DN16393_c0_g1_i3	1	1756	-	1756	10	170	127	11	7	18
TRINITY_DN16370_c0_g1	TRINITY_DN16370_c0_g1_i1	1	541	-	541	1	28	14	0	6	5
TRINITY_DN16321_c0_g1	TRINITY_DN16321_c0_g1_i1	1	1345	-	1345	8	63	592	0	28	554
TRINITY_DN16390_c0_g1	TRINITY_DN16390_c0_g1_i1	1	1088	-	1088	308	82	7	958	30	1
TRINITY_DN16389_c0_g1	TRINITY_DN16389_c0_g1_i6	1	2340	-	2340	138	19	0	143	67	8
TRINITY_DN16314_c0_g1	TRINITY_DN16314_c0_g1_i1	1	469	-	469	15	14	10	14	4	2
TRINITY_DN16480_c0_g1	TRINITY_DN16480_c0_g1_i3	1	3336	-	3336	1	1	5741	9	2	503
TRINITY_DN16480_c1_g1	TRINITY_DN16480_c1_g1_i1	1	924	-	924	573	648	1262	733	802	1173
TRINITY_DN16480_c2_g1	TRINITY_DN16480_c2_g1_i1	1	546	-	546	0	0	60	0	0	0
TRINITY_DN16487_c0_g1	TRINITY_DN16487_c0_g1_i11	1	1335	-	1335	73	72	101	74	27	40
TRINITY_DN16487_c0_g2	TRINITY_DN16487_c0_g2_i1	1	1086	-	1086	12	12	29	63	18	51
TRINITY_DN16487_c0_g3	TRINITY_DN16487_c0_g3_i1	1	623	-	623	34	4	0	24	0	0
TRINITY_DN16425_c0_g1	TRINITY_DN16425_c0_g1_i4	1	440	-	440	17	18	14	29	17	28
TRINITY_DN16425_c0_g2	TRINITY_DN16425_c0_g2_i1	1	527	-	527	0	2	3	9	9	7
TRINITY_DN16463_c0_g1	TRINITY_DN16463_c0_g1_i1	1	872	-	872	92	74	183	93	88	230
TRINITY_DN16502_c0_g1	TRINITY_DN16502_c0_g1_i1	1	3335	-	3335	942	647	1233	388	205	650
TRINITY_DN16416_c0_g1	TRINITY_DN16416_c0_g1_i1	1	5006	-	5006	10633	6463	5475	5281	2010	2714
TRINITY_DN16482_c0_g1	TRINITY_DN16482_c0_g1_i2	1	503	-	503	0	0	96	0	0	379
TRINITY_DN16482_c1_g1	TRINITY_DN16482_c1_g1_i1	1	482	-	482	3	13	3441	2	0	3203
TRINITY_DN16423_c0_g1	TRINITY_DN16423_c0_g1_i7	1	5393	-	5393	337	215	217	960	525	368
TRINITY_DN16423_c0_g2	TRINITY_DN16423_c0_g2_i3	1	3174	-	3174	80	63	51	108	77	44
TRINITY_DN16423_c0_g3	TRINITY_DN16423_c0_g3_i1	1	1049	-	1049	14	22	17	18	6	21
TRINITY_DN16483_c0_g1	TRINITY_DN16483_c0_g1_i1	1	1036	-	1036	26	19	12	20	8	5
TRINITY_DN16412_c0_g1	TRINITY_DN16412_c0_g1_i1	1	1128	-	1128	18	27	0	19	29	1
TRINITY_DN16432_c1_g1	TRINITY_DN16432_c1_g1_i3	1	619	-	619	18	25	9	21	14	24
TRINITY_DN16466_c0_g1	TRINITY_DN16466_c0_g1_i2	1	421	-	421	177	109	143	160	116	105
TRINITY_DN16428_c1_g1	TRINITY_DN16428_c1_g1_i4	1	619	-	619	5	6	6	16	3	6
TRINITY_DN16464_c0_g1	TRINITY_DN16464_c0_g1_i3	1	1433	-	1433	130	10	3	119	0	0
TRINITY_DN16410_c0_g1	TRINITY_DN16410_c0_g1_i3	1	1255	-	1255	139	270	354	58	138	185
TRINITY_DN16437_c0_g1	TRINITY_DN16437_c0_g1_i2	1	766	-	766	1001	935	2735	1447	999	1747
TRINITY_DN16442_c0_g1	TRINITY_DN16442_c0_g1_i1	1	504	-	504	0	0	15	0	0	7
TRINITY_DN16477_c0_g1	TRINITY_DN16477_c0_g1_i8	1	1710	-	1710	181	93	77	261	76	74
TRINITY_DN16486_c0_g2	TRINITY_DN16486_c0_g2_i1	1	1373	-	1373	409	430	993	932	987	1476
TRINITY_DN16486_c0_g3	TRINITY_DN16486_c0_g3_i1	1	1363	-	1363	287	373	1242	411	519	1261
TRINITY_DN16434_c1_g1	TRINITY_DN16434_c1_g1_i1	1	2050	-	2050	772	1324	3288	1047	2403	2398
TRINITY_DN16475_c0_g1	TRINITY_DN16475_c0_g1_i1	1	801	-	801	0	0	6	0	0	21
TRINITY_DN16475_c0_g5	TRINITY_DN16475_c0_g5_i1	1	1225	-	1225	0	0	33	1	1	26
TRINITY_DN16501_c0_g3	TRINITY_DN16501_c0_g3_i1	1	1196	-	1196	15	72	1129	40	7	222
TRINITY_DN16481_c0_g1	TRINITY_DN16481_c0_g1_i3	1	1613	-	1613	13	41	50	2	53	9
TRINITY_DN16481_c0_g2	TRINITY_DN16481_c0_g2_i1	1	683	-	683	2	15	14	3	3	24
TRINITY_DN16418_c0_g1	TRINITY_DN16418_c0_g1_i8	1	752	-	752	4	83	9	0	40	9
TRINITY_DN16411_c0_g1	TRINITY_DN16411_c0_g1_i5	1	3483	-	3483	30	42	105	44	21	50
TRINITY_DN16443_c0_g1	TRINITY_DN16443_c0_g1_i1	1	2379	-	2379	591	2043	907	699	1279	878
TRINITY_DN16414_c0_g2	TRINITY_DN16414_c0_g2_i7	1	627	-	627	19	15	7	135	67	26
TRINITY_DN16495_c0_g1	TRINITY_DN16495_c0_g1_i2	1	601	-	601	4	3	12	5	2	26
TRINITY_DN16446_c0_g1	TRINITY_DN16446_c0_g1_i4	1	408	-	408	21	18	8	15	5	3
TRINITY_DN16451_c0_g2	TRINITY_DN16451_c0_g2_i1	1	564	-	564	0	1	4	1	0	0
TRINITY_DN16451_c0_g3	TRINITY_DN16451_c0_g3_i1	1	335	-	335	0	1	0	0	0	0
TRINITY_DN16451_c1_g1	TRINITY_DN16451_c1_g1_i3	1	840	-	840	2	0	4	0	0	0
TRINITY_DN16461_c0_g1	TRINITY_DN16461_c0_g1_i1	1	319	-	319	2	0	2	0	0	0
TRINITY_DN16461_c0_g2	TRINITY_DN16461_c0_g2_i1	1	595	-	595	3	4	2	5	3	3
TRINITY_DN16461_c0_g3	TRINITY_DN16461_c0_g3_i1	1	643	-	643	9	2	4	15	2	0
TRINITY_DN16494_c0_g2	TRINITY_DN16494_c0_g2_i2	1	2041	-	2041	58	100	151	90	36	101
TRINITY_DN16494_c1_g1	TRINITY_DN16494_c1_g1_i2	1	3185	-	3185	937	422	1265	772	335	919
TRINITY_DN16494_c1_g2	TRINITY_DN16494_c1_g2_i4	1	962	-	962	22	9	33	2	0	1
TRINITY_DN16429_c0_g1	TRINITY_DN16429_c0_g1_i1	1	2287	-	2287	6	4	25	6	9	40
TRINITY_DN16429_c1_g1	TRINITY_DN16429_c1_g1_i1	1	912	-	912	5	0	6	2	0	6
TRINITY_DN16496_c0_g1	TRINITY_DN16496_c0_g1_i1	1	382	-	382	92	62	56	46	24	47
TRINITY_DN16427_c0_g1	TRINITY_DN16427_c0_g1_i9	1	2908	-	2908	1381	373	98	2726	249	39
TRINITY_DN16505_c0_g1	TRINITY_DN16505_c0_g1_i1	1	5774	-	5774	782	704	1388	1072	746	1874
TRINITY_DN16505_c0_g2	TRINITY_DN16505_c0_g2_i5	1	455	-	455	13	4	4	39	6	5
TRINITY_DN16449_c0_g1	TRINITY_DN16449_c0_g1_i15	1	354	-	354	1	13	6	0	0	0
TRINITY_DN16441_c0_g1	TRINITY_DN16441_c0_g1_i1	1	1698	-	1698	3473	6244	5580	4444	11900	6328
TRINITY_DN16472_c0_g1	TRINITY_DN16472_c0_g1_i5	1	798	-	798	23	26	30	7	4	5
TRINITY_DN16472_c1_g1	TRINITY_DN16472_c1_g1_i1	1	375	-	375	0	1	1	0	0	1
TRINITY_DN16415_c0_g1	TRINITY_DN16415_c0_g1_i5	1	2650	-	2650	62	35	26	21	11	8
TRINITY_DN16436_c0_g1	TRINITY_DN16436_c0_g1_i6	1	2170	-	2170	72	39	39	33	20	14
TRINITY_DN16456_c0_g1	TRINITY_DN16456_c0_g1_i2	1	505	-	505	124	121	207	34	34	44
TRINITY_DN16479_c0_g3	TRINITY_DN16479_c0_g3_i2	1	2889	-	2889	188	87	49	96	18	38
TRINITY_DN16518_c0_g1	TRINITY_DN16518_c0_g1_i4	1	642	-	642	561	82	506	1675	89	1350
TRINITY_DN16541_c0_g1	TRINITY_DN16541_c0_g1_i3	1	3174	-	3174	1241	806	768	425	210	377
TRINITY_DN16582_c0_g1	TRINITY_DN16582_c0_g1_i1	1	754	-	754	14	10	7	14	0	4
TRINITY_DN16567_c0_g1	TRINITY_DN16567_c0_g1_i1	1	1057	-	1057	37	57	74	4	5	9
TRINITY_DN16592_c0_g1	TRINITY_DN16592_c0_g1_i4	1	1504	-	1504	55	44	13	84	21	8
TRINITY_DN16558_c0_g1	TRINITY_DN16558_c0_g1_i3	1	1738	-	1738	14	8	5590	3	1	4489
TRINITY_DN16508_c0_g1	TRINITY_DN16508_c0_g1_i5	1	491	-	491	18	2	0	29	0	0
TRINITY_DN16523_c0_g1	TRINITY_DN16523_c0_g1_i7	1	1134	-	1134	4	1	3327	3	0	2250
TRINITY_DN16556_c0_g1	TRINITY_DN16556_c0_g1_i1	1	485	-	485	0	6	1	0	0	0
TRINITY_DN16587_c0_g1	TRINITY_DN16587_c0_g1_i3	1	2054	-	2054	343	26	55	968	20	38
TRINITY_DN16509_c0_g1	TRINITY_DN16509_c0_g1_i3	1	593	-	593	56	61	35	47	24	25
TRINITY_DN16576_c3_g1	TRINITY_DN16576_c3_g1_i1	1	468	-	468	0	0	0	1	0	0
TRINITY_DN16593_c1_g1	TRINITY_DN16593_c1_g1_i5	1	625	-	625	11	10	9	1	1	0
TRINITY_DN16548_c0_g1	TRINITY_DN16548_c0_g1_i8	1	1446	-	1446	25	16	147	5	2	36
TRINITY_DN16506_c0_g2	TRINITY_DN16506_c0_g2_i1	1	1762	-	1762	604	409	171	471	148	110
TRINITY_DN16533_c0_g1	TRINITY_DN16533_c0_g1_i1	1	327	-	327	1492	1755	2543	893	1380	1356
TRINITY_DN16511_c0_g1	TRINITY_DN16511_c0_g1_i1	1	378	-	378	10	7	18	35	10	8
TRINITY_DN16579_c1_g1	TRINITY_DN16579_c1_g1_i1	1	586	-	586	14	21	13	21	7	11
TRINITY_DN16526_c0_g1	TRINITY_DN16526_c0_g1_i7	1	2100	-	2100	9	10	18	3	1	4
TRINITY_DN16589_c0_g3	TRINITY_DN16589_c0_g3_i1	1	573	-	573	2	5	10	4	0	3
TRINITY_DN16519_c0_g1	TRINITY_DN16519_c0_g1_i13	1	1453	-	1453	232	293	539	292	378	603
TRINITY_DN16555_c0_g1	TRINITY_DN16555_c0_g1_i1	1	1476	-	1476	87	116	2	286	51	8
TRINITY_DN16517_c0_g1	TRINITY_DN16517_c0_g1_i2	1	1524	-	1524	404	226	603	748	217	427
TRINITY_DN16553_c0_g1	TRINITY_DN16553_c0_g1_i4	1	497	-	497	42	41	36	80	34	29
TRINITY_DN16536_c0_g1	TRINITY_DN16536_c0_g1_i10	1	1804	-	1804	174	211	510	301	256	549
TRINITY_DN16536_c1_g1	TRINITY_DN16536_c1_g1_i1	1	1212	-	1212	203	140	139	25	26	59
TRINITY_DN16559_c0_g1	TRINITY_DN16559_c0_g1_i5	1	1308	-	1308	39	16	1288	76	31	615
TRINITY_DN16559_c1_g1	TRINITY_DN16559_c1_g1_i1	1	307	-	307	3	5	22	12	13	6
TRINITY_DN16563_c0_g1	TRINITY_DN16563_c0_g1_i2	1	437	-	437	25	7	18	22	1	0
TRINITY_DN16581_c0_g1	TRINITY_DN16581_c0_g1_i15	1	1021	-	1021	17	10	0	1	0	2
TRINITY_DN16581_c0_g2	TRINITY_DN16581_c0_g2_i1	1	300	-	300	10	0	3	14	0	0
TRINITY_DN16564_c0_g1	TRINITY_DN16564_c0_g1_i1	1	361	-	361	70	22	21	73	25	8
TRINITY_DN16510_c1_g2	TRINITY_DN16510_c1_g2_i1	1	562	-	562	26	9	4	8	0	5
TRINITY_DN16550_c0_g2	TRINITY_DN16550_c0_g2_i2	1	1473	-	1473	1854	2898	4596	2533	3316	4262
TRINITY_DN16550_c2_g1	TRINITY_DN16550_c2_g1_i4	1	1853	-	1853	136	110	311	19	33	70
TRINITY_DN16543_c0_g1	TRINITY_DN16543_c0_g1_i1	1	2239	-	2239	5388	8238	10156	7504	9822	8133
TRINITY_DN16543_c1_g1	TRINITY_DN16543_c1_g1_i5	1	6817	-	6817	874	1161	1792	759	620	944
TRINITY_DN16605_c0_g1	TRINITY_DN16605_c0_g1_i3	1	364	-	364	4	11	2	4	0	1
TRINITY_DN16539_c1_g1	TRINITY_DN16539_c1_g1_i1	1	1462	-	1462	0	43	25	2	30	5
TRINITY_DN16539_c1_g2	TRINITY_DN16539_c1_g2_i1	1	1484	-	1484	4	95	25	1	133	5
TRINITY_DN16516_c0_g1	TRINITY_DN16516_c0_g1_i1	1	937	-	937	84	101	106	69	50	130
TRINITY_DN16507_c0_g1	TRINITY_DN16507_c0_g1_i1	1	735	-	735	5	13	12	1	0	5
TRINITY_DN16529_c0_g1	TRINITY_DN16529_c0_g1_i5	1	2375	-	2375	4	48	185	4	10	9
TRINITY_DN16561_c0_g1	TRINITY_DN16561_c0_g1_i3	1	1288	-	1288	15	0	13	39	2	0
TRINITY_DN16535_c0_g1	TRINITY_DN16535_c0_g1_i1	1	600	-	600	4	6	3	1	4	8
TRINITY_DN16535_c0_g2	TRINITY_DN16535_c0_g2_i1	1	696	-	696	12	11	19	16	6	12
TRINITY_DN16535_c0_g3	TRINITY_DN16535_c0_g3_i1	1	448	-	448	1	0	7	4	9	4
TRINITY_DN16542_c0_g1	TRINITY_DN16542_c0_g1_i2	1	679	-	679	9	2	3	4	1	3
TRINITY_DN16642_c0_g4	TRINITY_DN16642_c0_g4_i1	1	1848	-	1848	332	241	749	249	97	163
TRINITY_DN16653_c0_g2	TRINITY_DN16653_c0_g2_i1	1	318	-	318	2	0	1	0	0	0
TRINITY_DN16644_c0_g1	TRINITY_DN16644_c0_g1_i2	1	1011	-	1011	0	1	181	0	0	37
TRINITY_DN16684_c0_g1	TRINITY_DN16684_c0_g1_i9	1	1833	-	1833	237	101	191	112	57	127
TRINITY_DN16616_c0_g1	TRINITY_DN16616_c0_g1_i1	1	1808	-	1808	1488	1586	958	417	781	599
TRINITY_DN16662_c0_g1	TRINITY_DN16662_c0_g1_i2	1	4616	-	4616	2755	3318	4020	2177	3745	2476
TRINITY_DN16662_c1_g1	TRINITY_DN16662_c1_g1_i1	1	5885	-	5885	10922	803	135	11836	531	217
TRINITY_DN16639_c0_g1	TRINITY_DN16639_c0_g1_i3	1	1134	-	1134	2	48	1	3	43	0
TRINITY_DN16639_c0_g2	TRINITY_DN16639_c0_g2_i2	1	1448	-	1448	6	42	4	15	54	1
TRINITY_DN16692_c0_g1	TRINITY_DN16692_c0_g1_i1	1	1634	-	1634	35	13	50416	4	0	40853
TRINITY_DN16654_c0_g1	TRINITY_DN16654_c0_g1_i1	1	1989	-	1989	150	217	952	18	69	254
TRINITY_DN16683_c0_g1	TRINITY_DN16683_c0_g1_i1	1	359	-	359	2	4	5	0	1	1
TRINITY_DN16693_c0_g1	TRINITY_DN16693_c0_g1_i1	1	395	-	395	4	3	5	9	8	14
TRINITY_DN16694_c0_g1	TRINITY_DN16694_c0_g1_i1	1	1317	-	1317	4	10	9	20	16	5
TRINITY_DN16632_c0_g1	TRINITY_DN16632_c0_g1_i1	1	1668	-	1668	62	5	3	7	0	0
TRINITY_DN16632_c0_g3	TRINITY_DN16632_c0_g3_i1	1	1259	-	1259	123	25	0	294	10	1
TRINITY_DN16690_c0_g1	TRINITY_DN16690_c0_g1_i4	1	332	-	332	11	13	5	6	1	2
TRINITY_DN16650_c0_g1	TRINITY_DN16650_c0_g1_i2	1	1818	-	1818	364	278	612	568	290	563
TRINITY_DN16652_c0_g1	TRINITY_DN16652_c0_g1_i1	1	502	-	502	0	0	67	0	0	4
TRINITY_DN16681_c0_g1	TRINITY_DN16681_c0_g1_i2	1	3711	-	3711	1065	1696	4511	1399	1312	3268
TRINITY_DN16623_c0_g1	TRINITY_DN16623_c0_g1_i8	1	991	-	991	13	125	31	31	65	17
TRINITY_DN16638_c0_g1	TRINITY_DN16638_c0_g1_i1	1	745	-	745	0	1	3	0	1	0
TRINITY_DN16673_c0_g1	TRINITY_DN16673_c0_g1_i2	1	671	-	671	2	0	1	1	4	3
TRINITY_DN16665_c0_g2	TRINITY_DN16665_c0_g2_i8	1	409	-	409	28	26	36	14	2	14
TRINITY_DN16665_c2_g1	TRINITY_DN16665_c2_g1_i1	1	320	-	320	1	4	1	0	0	0
TRINITY_DN16678_c0_g1	TRINITY_DN16678_c0_g1_i7	1	3796	-	3796	357	167	338	205	33	68
TRINITY_DN16641_c0_g2	TRINITY_DN16641_c0_g2_i12	1	477	-	477	60	45	15	39	21	12
TRINITY_DN16611_c0_g1	TRINITY_DN16611_c0_g1_i2	1	4877	-	4877	2303	2470	3241	1601	1233	1490
TRINITY_DN16648_c0_g1	TRINITY_DN16648_c0_g1_i1	1	519	-	519	16	20	82	11	27	54
TRINITY_DN16648_c2_g1	TRINITY_DN16648_c2_g1_i1	1	321	-	321	0	0	1	0	0	0
TRINITY_DN16695_c0_g1	TRINITY_DN16695_c0_g1_i4	1	678	-	678	5	6	4	21	2	3
TRINITY_DN16669_c0_g1	TRINITY_DN16669_c0_g1_i6	1	1804	-	1804	12	16	153	6	11	34
TRINITY_DN16657_c0_g1	TRINITY_DN16657_c0_g1_i4	1	419	-	419	15	18	24	7	9	4
TRINITY_DN16697_c0_g1	TRINITY_DN16697_c0_g1_i1	1	2106	-	2106	1053	565	1251	704	532	592
TRINITY_DN16615_c0_g1	TRINITY_DN16615_c0_g1_i2	1	1488	-	1488	1806	3062	4446	1644	2789	3473
TRINITY_DN16691_c0_g1	TRINITY_DN16691_c0_g1_i2	1	1798	-	1798	46	65	71	20	16	91
TRINITY_DN16607_c0_g2	TRINITY_DN16607_c0_g2_i1	1	1850	-	1850	568	393	147	657	166	88
TRINITY_DN16686_c0_g1	TRINITY_DN16686_c0_g1_i9	1	597	-	597	47	58	125	77	51	103
TRINITY_DN16666_c0_g1	TRINITY_DN16666_c0_g1_i1	1	2944	-	2944	968	831	1478	161	175	227
TRINITY_DN16613_c0_g1	TRINITY_DN16613_c0_g1_i1	1	448	-	448	72	14	1	10	0	0
TRINITY_DN16637_c0_g1	TRINITY_DN16637_c0_g1_i1	1	2774	-	2774	601	902	1456	648	794	1888
TRINITY_DN16637_c1_g1	TRINITY_DN16637_c1_g1_i4	1	1810	-	1810	70	63	26	41	19	27
TRINITY_DN16624_c0_g1	TRINITY_DN16624_c0_g1_i3	1	525	-	525	71	30	74	70	24	60
TRINITY_DN16762_c0_g1	TRINITY_DN16762_c0_g1_i3	1	3717	-	3717	3037	7225	4318	1711	6929	3194
TRINITY_DN16767_c1_g1	TRINITY_DN16767_c1_g1_i1	1	1645	-	1645	1807	835	665	1386	490	395
TRINITY_DN16753_c0_g1	TRINITY_DN16753_c0_g1_i4	1	2127	-	2127	169	17	2	369	27	0
TRINITY_DN16729_c0_g1	TRINITY_DN16729_c0_g1_i1	1	437	-	437	4	3	5	2	0	0
TRINITY_DN16783_c0_g1	TRINITY_DN16783_c0_g1_i1	1	820	-	820	0	0	27	0	0	62
TRINITY_DN16783_c0_g2	TRINITY_DN16783_c0_g2_i1	1	715	-	715	1	0	3	0	0	1
TRINITY_DN16783_c0_g3	TRINITY_DN16783_c0_g3_i4	1	1808	-	1808	0	1	4	0	0	2
TRINITY_DN16783_c0_g4	TRINITY_DN16783_c0_g4_i1	1	568	-	568	0	0	0	0	0	0
TRINITY_DN16784_c0_g1	TRINITY_DN16784_c0_g1_i3	1	644	-	644	1	4	1	0	0	0
TRINITY_DN16784_c0_g3	TRINITY_DN16784_c0_g3_i1	1	491	-	491	1	2	0	0	1	4
TRINITY_DN16742_c0_g1	TRINITY_DN16742_c0_g1_i1	1	1619	-	1619	100	61	218	25	11	36
TRINITY_DN16727_c0_g1	TRINITY_DN16727_c0_g1_i1	1	386	-	386	88	12	52	1	1	6
TRINITY_DN16790_c0_g1	TRINITY_DN16790_c0_g1_i1	1	1019	-	1019	32	4	165	38	14	121
TRINITY_DN16711_c0_g1	TRINITY_DN16711_c0_g1_i1	1	461	-	461	18	13	63	17	3	9
TRINITY_DN16728_c0_g1	TRINITY_DN16728_c0_g1_i9	1	987	-	987	76	7	5	52	4	19
TRINITY_DN16773_c0_g1	TRINITY_DN16773_c0_g1_i3	1	2047	-	2047	65	31	98	2	101	76
TRINITY_DN16713_c0_g2	TRINITY_DN16713_c0_g2_i1	1	5155	-	5155	19	18005	1697	728	12854	1231
TRINITY_DN16799_c1_g2	TRINITY_DN16799_c1_g2_i3	1	1543	-	1543	416	499	510	395	456	476
TRINITY_DN16721_c0_g1	TRINITY_DN16721_c0_g1_i3	1	414	-	414	6	7	8	10	2	3
TRINITY_DN16771_c0_g1	TRINITY_DN16771_c0_g1_i4	1	1761	-	1761	0	6	194	0	3	73
TRINITY_DN16796_c0_g1	TRINITY_DN16796_c0_g1_i3	1	1358	-	1358	0	2	35	5	0	8
TRINITY_DN16796_c1_g1	TRINITY_DN16796_c1_g1_i1	1	367	-	367	0	0	3	0	0	0
TRINITY_DN16779_c0_g1	TRINITY_DN16779_c0_g1_i1	1	969	-	969	11	0	148	7	0	334
TRINITY_DN16781_c0_g1	TRINITY_DN16781_c0_g1_i1	1	1238	-	1238	2637	3352	6479	4016	5749	7187
TRINITY_DN16743_c0_g1	TRINITY_DN16743_c0_g1_i2	1	1670	-	1670	2	167	0	5	57	5
TRINITY_DN16716_c0_g4	TRINITY_DN16716_c0_g4_i1	1	975	-	975	72	3	0	19	0	0
TRINITY_DN16733_c0_g1	TRINITY_DN16733_c0_g1_i1	1	756	-	756	0	835	86	55	996	102
TRINITY_DN16751_c0_g1	TRINITY_DN16751_c0_g1_i5	1	1472	-	1472	31	2	134	0	0	62
