"","GO.ID","Term","Annotated","Significant","Expected","classic","KS"
"2933","GO:0003014","renal system process",89,4,4.73,"1.00000","0.07998"
"2934","GO:0003015","heart process",170,25,9.03,"1.00000","0.76769"
"2935","GO:0003016","respiratory system process",39,7,2.07,"1.00000","0.25373"
"2936","GO:0009799","specification of symmetry",183,17,9.72,"1.00000","0.05933"
"2937","GO:0090130","tissue migration",305,22,16.2,"1.00000","1.00000"
"2938","GO:0090132","epithelium migration",292,22,15.51,"1.00000","0.67561"
"2939","GO:0000101","sulfur amino acid transport",16,4,0.85,"1.00000","0.56630"
"2940","GO:0042067","establishment of ommatidial planar polar...",48,4,2.55,"1.00000","0.30054"
"2941","GO:0019882","antigen processing and presentation",114,2,6.05,"1.00000","0.41992"
"2942","GO:0042069","regulation of catecholamine metabolic pr...",24,1,1.27,"1.00000","0.04293"
"2943","GO:0019884","antigen processing and presentation of e...",93,2,4.94,"1.00000","0.28587"
"2944","GO:0003044","regulation of systemic arterial blood pr...",34,1,1.81,"1.00000","0.95256"
"2945","GO:0042058","regulation of epidermal growth factor re...",76,3,4.04,"1.00000","0.61348"
"2946","GO:0032026","response to magnesium ion",19,6,1.01,"1.00000","0.90287"
"2947","GO:0030203","glycosaminoglycan metabolic process",98,8,5.2,"1.00000","1.00000"
"2948","GO:1902991","regulation of amyloid precursor protein ...",20,2,1.06,"1.00000","0.92593"
"2949","GO:0010761","fibroblast migration",31,2,1.65,"1.00000","0.85324"
"2950","GO:1902992","negative regulation of amyloid precursor...",12,1,0.64,"1.00000","0.97197"
"2951","GO:1902993","positive regulation of amyloid precursor...",10,2,0.53,"1.00000","1.00000"
"2952","GO:0010766","negative regulation of sodium ion transp...",21,5,1.12,"1.00000","0.00768"
"2953","GO:0090101","negative regulation of transmembrane rec...",118,8,6.27,"1.00000","0.90729"
"2954","GO:0090109","regulation of cell-substrate junction as...",42,2,2.23,"1.00000","1.00000"
"2955","GO:0009755","hormone-mediated signaling pathway",141,8,7.49,"1.00000","0.44952"
"2956","GO:0042023","DNA endoreduplication",31,1,1.65,"1.00000","0.50233"
"2957","GO:0060191","regulation of lipase activity",48,1,2.55,"1.00000","0.81719"
"2958","GO:0003002","regionalization",647,54,34.36,"1.00000","0.38255"
"2959","GO:0003006","developmental process involved in reprod...",1406,85,74.67,"1.00000","0.79664"
"2960","GO:0003008","system process",1269,136,67.4,"1.00000","1.00000"
"2961","GO:0042044","fluid transport",27,6,1.43,"1.00000","0.81924"
"2962","GO:0042045","epithelial fluid transport",18,4,0.96,"1.00000","0.28565"
"2963","GO:1905897","regulation of response to endoplasmic re...",80,1,4.25,"1.00000","0.34861"
"2964","GO:0010714","positive regulation of collagen metaboli...",13,1,0.69,"1.00000","1.00000"
"2965","GO:0032008","positive regulation of TOR signaling",39,2,2.07,"1.00000","0.36720"
"2966","GO:0009712","catechol-containing compound metabolic p...",48,4,2.55,"1.00000","1.00000"
"2967","GO:0009713","catechol-containing compound biosyntheti...",17,1,0.9,"1.00000","1.00000"
"2968","GO:0009719","response to endogenous stimulus",1311,99,69.63,"1.00000","1.00000"
"2969","GO:0010742","macrophage derived foam cell differentia...",26,1,1.38,"1.00000","0.53100"
"2970","GO:0010743","regulation of macrophage derived foam ce...",22,1,1.17,"1.00000","0.36313"
"2971","GO:0002093","auditory receptor cell morphogenesis",18,1,0.96,"1.00000","0.80455"
"2972","GO:0046942","carboxylic acid transport",236,38,12.53,"1.00000","0.75072"
"2973","GO:0009746","response to hexose",185,7,9.83,"1.00000","1.00000"
"2974","GO:0140467","integrated stress response signaling",23,1,1.22,"1.00000","1.00000"
"2975","GO:0000271","polysaccharide biosynthetic process",81,2,4.3,"1.00000","0.06210"
"2976","GO:0090257","regulation of muscle system process",192,24,10.2,"1.00000","0.46544"
"2977","GO:0000226","microtubule cytoskeleton organization",583,22,30.96,"1.00000","0.76639"
"2978","GO:0070167","regulation of biomineral tissue developm...",47,5,2.5,"1.00000","1.00000"
"2979","GO:0070169","positive regulation of biomineral tissue...",31,3,1.65,"1.00000","0.45598"
"2980","GO:0031098","stress-activated protein kinase signalin...",270,4,14.34,"1.00000","0.28199"
"2981","GO:0006996","organelle organization",2934,89,155.82,"1.00000","0.34248"
"2982","GO:0006998","nuclear envelope organization",45,1,2.39,"1.00000","0.49873"
"2983","GO:0090288","negative regulation of cellular response...",133,8,7.06,"1.00000","0.55903"
"2984","GO:0002065","columnar/cuboidal epithelial cell differ...",346,25,18.38,"1.00000","1.00000"
"2985","GO:0034367","protein-containing complex remodeling",23,1,1.22,"1.00000","0.84256"
"2986","GO:0034368","protein-lipid complex remodeling",16,1,0.85,"1.00000","1.00000"
"2987","GO:0034369","plasma lipoprotein particle remodeling",16,1,0.85,"1.00000","0.15038"
"2988","GO:1902930","regulation of alcohol biosynthetic proce...",58,5,3.08,"1.00000","0.49756"
"2989","GO:0030728","ovulation",45,3,2.39,"1.00000","0.15132"
"2990","GO:0090276","regulation of peptide hormone secretion",133,9,7.06,"1.00000","0.65728"
"2991","GO:0046902","regulation of mitochondrial membrane per...",52,3,2.76,"1.00000","0.61128"
"2992","GO:1905879","regulation of oogenesis",63,3,3.35,"1.00000","0.25317"
"2993","GO:0030716","oocyte fate determination",38,1,2.02,"1.00000","0.14455"
"2994","GO:0034381","plasma lipoprotein particle clearance",45,1,2.39,"1.00000","0.22082"
"2995","GO:1905820","positive regulation of chromosome separa...",18,1,0.96,"1.00000","0.78314"
"2996","GO:0080164","regulation of nitric oxide metabolic pro...",35,3,1.86,"1.00000","0.58947"
"2997","GO:0060142","regulation of syncytium formation by pla...",21,2,1.12,"1.00000","0.49215"
"2998","GO:0060147","regulation of post-transcriptional gene ...",57,6,3.03,"1.00000","1.00000"
"2999","GO:0060149","negative regulation of post-transcriptio...",16,1,0.85,"1.00000","1.00000"
"3000","GO:0060135","maternal process involved in female preg...",32,1,1.7,"1.00000","0.18828"
"3001","GO:1905818","regulation of chromosome separation",66,2,3.51,"1.00000","0.14238"
"3002","GO:0006950","response to stress",2669,116,141.75,"1.00000","0.64898"
"3003","GO:0140448","signaling receptor ligand precursor proc...",18,4,0.96,"1.00000","1.00000"
"3004","GO:1902904","negative regulation of supramolecular fi...",96,2,5.1,"1.00000","0.42294"
"3005","GO:1902905","positive regulation of supramolecular fi...",160,5,8.5,"1.00000","0.12892"
"3006","GO:0009890","negative regulation of biosynthetic proc...",1635,83,86.83,"1.00000","0.54638"
"3007","GO:0009891","positive regulation of biosynthetic proc...",1562,83,82.96,"1.00000","1.00000"
"3008","GO:0006959","humoral immune response",97,11,5.15,"1.00000","0.12828"
"3009","GO:0009893","positive regulation of metabolic process",2296,108,121.94,"1.00000","0.77606"
"3010","GO:0009895","negative regulation of catabolic process",229,8,12.16,"1.00000","1.00000"
"3011","GO:0009896","positive regulation of catabolic process",466,11,24.75,"1.00000","1.00000"
"3012","GO:0034329","cell junction assembly",380,38,20.18,"1.00000","0.30713"
"3013","GO:0002029","desensitization of G protein-coupled rec...",14,3,0.74,"1.00000","0.36126"
"3014","GO:0120192","tight junction assembly",68,8,3.61,"1.00000","1.00000"
"3015","GO:0120193","tight junction organization",68,8,3.61,"1.00000","1.00000"
"3016","GO:0080171","lytic vacuole organization",77,3,4.09,"1.00000","1.00000"
"3017","GO:0006984","ER-nucleus signaling pathway",54,1,2.87,"1.00000","0.58423"
"3018","GO:0034311","diol metabolic process",16,1,0.85,"1.00000","0.38525"
"3019","GO:0006986","response to unfolded protein",151,2,8.02,"1.00000","0.39042"
"3020","GO:0034314","Arp2/3 complex-mediated actin nucleation",26,1,1.38,"1.00000","0.05027"
"3021","GO:0035966","response to topologically incorrect prot...",170,2,9.03,"1.00000","0.75042"
"3022","GO:0035967","cellular response to topologically incor...",153,2,8.13,"1.00000","0.01615"
"3023","GO:1900368","regulation of post-transcriptional gene ...",57,6,3.03,"1.00000","1.00000"
"3024","GO:0006972","hyperosmotic response",42,1,2.23,"1.00000","0.51307"
"3025","GO:1900369","negative regulation of post-transcriptio...",16,1,0.85,"1.00000","0.35893"
"3026","GO:0034341","response to type II interferon",72,1,3.82,"1.00000","0.26648"
"3027","GO:0002040","sprouting angiogenesis",99,1,5.26,"1.00000","0.10116"
"3028","GO:0002042","cell migration involved in sprouting ang...",36,1,1.91,"1.00000","0.09728"
"3029","GO:2000060","positive regulation of ubiquitin-depende...",109,3,5.79,"1.00000","0.53699"
"3030","GO:0034349","glial cell apoptotic process",26,1,1.38,"1.00000","0.64529"
"3031","GO:0015931","nucleobase-containing compound transport",218,3,11.58,"1.00000","0.66831"
"3032","GO:0031023","microtubule organizing center organizati...",147,4,7.81,"1.00000","0.38130"
"3033","GO:0006921","cellular component disassembly involved ...",41,1,2.18,"1.00000","0.30908"
"3034","GO:0030705","cytoskeleton-dependent intracellular tra...",154,6,8.18,"1.00000","0.02638"
"3035","GO:0030706","germarium-derived oocyte differentiation",29,1,1.54,"1.00000","0.05547"
"3036","GO:0034330","cell junction organization",563,51,29.9,"1.00000","1.00000"
"3037","GO:0034331","cell junction maintenance",42,5,2.23,"1.00000","1.00000"
"3038","GO:0034332","adherens junction organization",108,4,5.74,"1.00000","0.69812"
"3039","GO:1901990","regulation of mitotic cell cycle phase t...",328,12,17.42,"1.00000","0.56635"
"3040","GO:1901991","negative regulation of mitotic cell cycl...",148,6,7.86,"1.00000","1.00000"
"3041","GO:1901992","positive regulation of mitotic cell cycl...",89,5,4.73,"1.00000","0.75846"
"3042","GO:0006910","phagocytosis, recognition",16,3,0.85,"1.00000","0.94888"
"3043","GO:0006911","phagocytosis, engulfment",58,5,3.08,"1.00000","0.58740"
"3044","GO:0006913","nucleocytoplasmic transport",336,7,17.84,"1.00000","0.83191"
"3045","GO:0006914","autophagy",454,10,24.11,"1.00000","0.13616"
"3046","GO:2000058","regulation of ubiquitin-dependent protei...",164,6,8.71,"1.00000","0.95309"
"3047","GO:0006915","apoptotic process",1284,54,68.19,"1.00000","0.00573"
"3048","GO:1900371","regulation of purine nucleotide biosynth...",63,5,3.35,"1.00000","0.78522"
"3049","GO:0009855","determination of bilateral symmetry",182,17,9.67,"1.00000","1.00000"
"3050","GO:0010880","regulation of release of sequestered cal...",13,4,0.69,"1.00000","0.54009"
"3051","GO:0006942","regulation of striated muscle contractio...",64,13,3.4,"1.00000","0.59431"
"3052","GO:0031047","regulatory ncRNA-mediated gene silencing",198,8,10.52,"1.00000","0.68040"
"3053","GO:0080134","regulation of response to stress",926,33,49.18,"1.00000","0.87991"
"3054","GO:0080135","regulation of cellular response to stres...",553,9,29.37,"1.00000","0.48424"
"3055","GO:0006949","syncytium formation",67,5,3.56,"1.00000","0.41392"
"3056","GO:0060294","cilium movement involved in cell motilit...",87,7,4.62,"1.00000","0.20002"
"3057","GO:0035924","cellular response to vascular endothelia...",25,2,1.33,"1.00000","0.01997"
"3058","GO:0009889","regulation of biosynthetic process",2988,137,158.69,"1.00000","1.00000"
"3059","GO:0031033","myosin filament organization",37,4,1.97,"1.00000","1.00000"
"3060","GO:0031034","myosin filament assembly",27,4,1.43,"1.00000","0.15023"
"3061","GO:0010874","regulation of cholesterol efflux",16,1,0.85,"1.00000","0.49329"
"3062","GO:0015908","fatty acid transport",69,2,3.66,"1.00000","0.59094"
"3063","GO:0015909","long-chain fatty acid transport",47,1,2.5,"1.00000","0.00415"
"3064","GO:0031038","myosin II filament organization",25,4,1.33,"1.00000","1.00000"
"3065","GO:0010876","lipid localization",292,11,15.51,"1.00000","0.78690"
"3066","GO:0006939","smooth muscle contraction",85,8,4.51,"1.00000","0.82320"
"3067","GO:0019538","protein metabolic process",3959,149,210.26,"1.00000","0.18578"
"3068","GO:0045986","negative regulation of smooth muscle con...",19,2,1.01,"1.00000","0.15036"
"3069","GO:0035914","skeletal muscle cell differentiation",36,2,1.91,"1.00000","0.05847"
"3070","GO:0010821","regulation of mitochondrion organization",101,1,5.36,"1.00000","0.73713"
"3071","GO:0010822","positive regulation of mitochondrion org...",64,1,3.4,"1.00000","0.20767"
"3072","GO:0120178","steroid hormone biosynthetic process",24,7,1.27,"1.00000","0.32666"
"3073","GO:0010827","regulation of glucose transmembrane tran...",55,4,2.92,"1.00000","0.62106"
"3074","GO:0010828","positive regulation of glucose transmemb...",30,3,1.59,"1.00000","0.95020"
"3075","GO:0010829","negative regulation of glucose transmemb...",23,1,1.22,"1.00000","0.66743"
"3076","GO:0000768","syncytium formation by plasma membrane f...",64,5,3.4,"1.00000","0.35701"
"3077","GO:0009826","unidimensional cell growth",29,1,1.54,"1.00000","0.63003"
"3078","GO:0010810","regulation of cell-substrate adhesion",145,17,7.7,"1.00000","0.82599"
"3079","GO:0060260","regulation of transcription initiation b...",32,1,1.7,"1.00000","0.77122"
"3080","GO:0010817","regulation of hormone levels",327,37,17.37,"1.00000","0.76313"
"3081","GO:0070296","sarcoplasmic reticulum calcium ion trans...",15,4,0.8,"1.00000","0.66923"
"3082","GO:0045927","positive regulation of growth",342,24,18.16,"1.00000","0.17574"
"3083","GO:0006900","vesicle budding from membrane",74,2,3.93,"1.00000","0.86513"
"3084","GO:1901983","regulation of protein acetylation",56,1,2.97,"1.00000","1.00000"
"3085","GO:0006901","vesicle coating",49,1,2.6,"1.00000","0.45758"
"3086","GO:2000045","regulation of G1/S transition of mitotic...",118,10,6.27,"1.00000","0.86953"
"3087","GO:0006903","vesicle targeting",79,1,4.2,"1.00000","0.10589"
"3088","GO:1901988","negative regulation of cell cycle phase ...",240,8,12.75,"1.00000","1.00000"
"3089","GO:1901989","positive regulation of cell cycle phase ...",105,5,5.58,"1.00000","0.52564"
"3090","GO:0060251","regulation of glial cell proliferation",30,1,1.59,"1.00000","0.02878"
"3091","GO:0060255","regulation of macromolecule metabolic pr...",3564,155,189.28,"1.00000","0.40972"
"3092","GO:0030850","prostate gland development",39,3,2.07,"1.00000","0.02443"
"3093","GO:1901970","positive regulation of mitotic sister ch...",14,1,0.74,"1.00000","0.88409"
"3094","GO:0060259","regulation of feeding behavior",67,6,3.56,"1.00000","0.52155"
"3095","GO:0030859","polarized epithelial cell differentiatio...",36,2,1.91,"1.00000","0.49277"
"3096","GO:0060284","regulation of cell development",1012,63,53.75,"1.00000","0.80058"
"3097","GO:0060285","cilium-dependent cell motility",94,7,4.99,"1.00000","0.17834"
"3098","GO:0045932","negative regulation of muscle contractio...",32,6,1.7,"1.00000","1.00000"
"3099","GO:0045933","positive regulation of muscle contractio...",40,4,2.12,"1.00000","0.59869"
"3100","GO:0045934","negative regulation of nucleobase-contai...",939,57,49.87,"1.00000","0.19588"
"3101","GO:0045935","positive regulation of nucleobase-contai...",1217,62,64.63,"1.00000","1.00000"
"3102","GO:0045936","negative regulation of phosphate metabol...",448,19,23.79,"1.00000","0.55521"
"3103","GO:0060278","regulation of ovulation",23,3,1.22,"1.00000","0.21004"
"3104","GO:0045939","negative regulation of steroid metabolic...",28,8,1.49,"1.00000","1.00000"
"3105","GO:0030879","mammary gland development",94,4,4.99,"1.00000","0.02340"
"3106","GO:0019692","deoxyribose phosphate metabolic process",26,1,1.38,"1.00000","1.00000"
"3107","GO:0019693","ribose phosphate metabolic process",399,17,21.19,"1.00000","0.69501"
"3108","GO:0060221","retinal rod cell differentiation",24,1,1.27,"1.00000","0.90848"
"3109","GO:0038093","Fc receptor signaling pathway",92,1,4.89,"1.00000","1.00000"
"3110","GO:0043393","regulation of protein binding",199,11,10.57,"1.00000","0.87000"
"3111","GO:0005996","monosaccharide metabolic process",197,5,10.46,"1.00000","1.00000"
"3112","GO:0030811","regulation of nucleotide catabolic proce...",41,5,2.18,"1.00000","1.00000"
"3113","GO:0060219","camera-type eye photoreceptor cell diffe...",34,1,1.81,"1.00000","0.33646"
"3114","GO:0018022","peptidyl-lysine methylation",68,1,3.61,"1.00000","0.11899"
"3115","GO:0034470","ncRNA processing",403,6,21.4,"1.00000","1.00000"
"3116","GO:0034472","snRNA 3'-end processing",26,1,1.38,"1.00000","0.42871"
"3117","GO:1905515","non-motile cilium assembly",72,1,3.82,"1.00000","0.05287"
"3118","GO:0070227","lymphocyte apoptotic process",59,2,3.13,"1.00000","1.00000"
"3119","GO:0070228","regulation of lymphocyte apoptotic proce...",46,2,2.44,"1.00000","1.00000"
"3120","GO:0038061","non-canonical NF-kappaB signal transduct...",96,1,5.1,"1.00000","0.30979"
"3121","GO:0030832","regulation of actin filament length",143,4,7.59,"1.00000","1.00000"
"3122","GO:0010591","regulation of lamellipodium assembly",35,1,1.86,"1.00000","0.65910"
"3123","GO:0010594","regulation of endothelial cell migration",89,7,4.73,"1.00000","0.73376"
"3124","GO:0010596","negative regulation of endothelial cell ...",29,1,1.54,"1.00000","0.76591"
"3125","GO:0034440","lipid oxidation",71,1,3.77,"1.00000","0.30184"
